"date_site","date","sites","temp_95","wb_temp_95","heat_index_95","rel_hum_95","temp_max","wb_temp_max","heat_index_max","rel_hum_max","temp_mn","wb_temp_mn","heat_index_mn","rel_hum_mn","temp_05","wb_temp_05","heat_index_05","rel_hum_05","habitat","location","date_orig","month","day","year","ext_95","ext_max","ext_95_day","ext_max_day","aci","ndsi","aci_nt","ndsi_nt","aci_day","ndsi_day","sc_count","amgo_n","amro_n","blja_n","cach_n","cawr_n","noca_n","rewo_n","tuti_n","amgo_asr","amro_asr","blja_asr","cach_asr","cawr_asr","noca_asr","rewo_asr","tuti_asr","amgo_morn","amro_morn","blja_morn","cach_morn","cawr_morn","noca_morn","rewo_morn","tuti_morn","amgo_mid","amro_mid","blja_mid","cach_mid","cawr_mid","noca_mid","rewo_mid","tuti_mid","amgo_eve","amro_eve","blja_eve","cach_eve","cawr_eve","noca_eve","rewo_eve","tuti_eve","amgo_n_1","amro_n_1","blja_n_1","cach_n_1","cawr_n_1","noca_n_1","rewo_n_1","tuti_n_1","amgo_asr_1","amro_asr_1","blja_asr_1","cach_asr_1","cawr_asr_1","noca_asr_1","rewo_asr_1","tuti_asr_1","amgo_morn_1","amro_morn_1","blja_morn_1","cach_morn_1","cawr_morn_1","noca_morn_1","rewo_morn_1","tuti_morn_1","amgo_mid_1","amro_mid_1","blja_mid_1","cach_mid_1","cawr_mid_1","noca_mid_1","rewo_mid_1","tuti_mid_1","amgo_eve_1","amro_eve_1","blja_eve_1","cach_eve_1","cawr_eve_1","noca_eve_1","rewo_eve_1","tuti_eve_1","vpd_kPa","ext_fact","ext_day_fact","ext_vpd","ext_day_vpd","ext_wbt","ext_day_wbt","loc_hab"
"2024-06-24_MuddyCreek_MC1",2024-06-24,"MuddyCreek_MC1",29.975,23.3888888888889,31.3138888888889,90.09,30.3333333333333,23.7777777777778,32.2222222222222,93.7,27.8049382716049,20.5907407407407,28.3777777777778,54.16,24.5555555555556,18.2222222222222,24.8472222222222,37.145,"forest","exurban","2024-06-24",6,24,2024,0,0,1,1,152.313653500343,0.371013664540084,152.250595215374,0.656606193849388,152.345182642827,0.228217399885432,36,0,0,0,0,0,51,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,34,0,0,0,0,0,1,12,68,0,1,0,0,0,1,12,57,0,1,0,0,0,0,10,26,0,1,0,0,0,0,0,31,0,0,0,0,0,1,2,6,0,0,1.72021806143582,"not extreme","extreme","not extreme","extreme high vpd","not extreme","extreme","exurban forest"
"2024-06-24_NEON002_N2",2024-06-24,"NEON002_N2",29.8083333333333,23.45,30.5611111111111,98.41,31.3333333333333,23.6111111111111,32.3888888888889,98.9,26.4123456790123,21.1987654320988,27.4030864197531,65.3488888888889,23.4444444444444,18.8277777777778,23.9888888888889,41.36,"forest","exurban","2024-06-24",6,24,2024,0,0,1,1,153.793655169448,0.470720187728643,152.512336564791,0.568890965287523,154.434314471776,0.421634798949202,36,0,5,0,0,0,101,0,1,0,5,0,0,0,89,0,1,0,0,0,0,0,27,0,1,0,4,0,0,0,26,0,0,0,1,0,0,0,41,0,0,0,7,15,0,21,45,0,26,0,7,6,0,21,37,0,26,0,0,12,0,4,7,0,1,0,2,0,0,7,16,0,22,0,5,3,0,10,17,0,3,1.19829426569119,"not extreme","extreme","not extreme","extreme","not extreme","extreme","exurban forest"
"2024-06-24_NEON007_N7",2024-06-24,"NEON007_N7",31.7583333333333,23,32.0611111111111,81.045,32.1111111111111,23.3888888888889,32.7222222222222,85.1,28.9055555555556,19.9586419753086,29.0456790123457,45.4555555555556,24.9388888888889,17.3888888888889,25.275,31.435,"open","exurban","2024-06-24",6,24,2024,0,0,1,1,157.754077389293,0.622528988223782,160.985577834734,0.823550312699137,156.138327166573,0.522018325986105,36,2,3,0,0,12,30,4,8,2,3,0,0,12,17,3,8,0,0,0,0,2,9,4,8,2,2,0,0,7,6,0,0,0,1,0,0,3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18213373902765,"not extreme","extreme","not extreme","extreme high vpd","not extreme","extreme","exurban open"
"2024-06-24_NEON008_N8",2024-06-24,"NEON008_N8",31.2333333333333,22.1111111111111,31.1111111111111,68.48,31.5555555555556,22.6111111111111,32.7222222222222,69.9,29.0561728395062,19.4024691358025,28.7938271604938,41.6188888888889,26.3333333333333,17,25.9777777777778,29.645,"open","exurban","2024-06-24",6,24,2024,0,0,1,1,152.545298221893,0.584467106990113,150.88411444398,0.702394199019896,153.375890110849,0.525503560975222,36,3,0,0,0,24,4,0,0,3,0,0,0,24,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,21,3,0,0,19,0,0,0,22,5,0,16,19,0,0,0,13,2,0,16,3,0,0,0,6,0,0,10,16,0,0,0,5,1,0,6,0,0,0,0,4,1,0,0,2.35607356740493,"not extreme","extreme","not extreme","extreme high vpd","not extreme","extreme","exurban open"
"2024-06-24_NEON009_N9",2024-06-24,"NEON009_N9",29.3333333333333,22.5611111111111,29.2527777777778,76.535,29.6111111111111,23.2777777777778,29.5,82.8,27.5092592592593,19.9827160493827,27.7246913580247,51.4488888888889,25.525,18,25.8277777777778,37.5,"forest","exurban","2024-06-24",6,24,2024,0,0,1,1,152.360884173591,-0.318429000698179,152.124110063604,0.0726270640419975,152.479271228584,-0.513957033068267,36,1,0,7,0,6,62,0,15,1,0,7,0,6,45,0,15,1,0,4,0,0,41,0,0,0,0,3,0,1,1,0,15,0,0,0,0,5,8,0,0,0,0,14,0,22,8,0,3,0,0,14,0,22,8,0,3,0,0,0,0,7,3,0,1,0,0,14,0,11,3,0,2,0,0,0,0,4,2,0,0,1.79074182305806,"not extreme","extreme","not extreme","extreme high vpd","not extreme","extreme","exurban forest"
"2024-06-24_NEON017_N17",2024-06-24,"NEON017_N17",29.5861111111111,23.2222222222222,29.7777777777778,84.375,29.7777777777778,23.2777777777778,30.3888888888889,85.9,27.5438271604938,20.3327160493827,27.9506172839506,53.3677777777778,25.1111111111111,18.1111111111111,25.725,39.245,"forest","exurban","2024-06-24",6,24,2024,0,0,1,1,154.349973787177,0.717719124148455,156.056844799753,0.897174177677811,153.496538280889,0.627991597383777,36,0,0,9,0,3,19,0,4,0,0,9,0,3,12,0,3,0,0,0,0,1,7,0,1,0,0,2,0,2,4,0,3,0,0,7,0,0,8,0,0,1,0,8,7,8,67,3,26,1,0,6,7,8,48,3,26,0,0,7,0,2,39,2,10,1,0,0,7,6,21,0,13,0,0,0,0,0,2,1,3,1.72344802403447,"not extreme","extreme","not extreme","extreme high vpd","not extreme","extreme","exurban forest"
"2024-06-24_NEON018_N18",2024-06-24,"NEON018_N18",31.9444444444444,22.7222222222222,32.3888888888889,76.6,33.1666666666667,22.8888888888889,33.7222222222222,79.4,29.3537037037037,19.8969135802469,29.4104938271605,43.2622222222222,25.1111111111111,16.9388888888889,25.8361111111111,31.035,"open","exurban","2024-06-24",6,24,2024,0,0,1,1,157.889511284972,0.411630587432726,159.107495785134,0.61345287679133,157.280519034892,0.310719442753423,36,2,0,11,0,82,47,0,5,2,0,11,0,78,35,0,5,1,0,2,0,26,3,0,4,0,0,9,0,33,14,0,0,1,0,0,0,20,18,0,1,2,2,19,1,117,20,0,2,1,0,19,1,99,17,0,1,1,2,1,1,49,11,0,2,0,0,0,0,52,8,0,0,0,0,18,0,7,1,0,0,2.3294566020298,"not extreme","extreme","not extreme","extreme high vpd","not extreme","extreme","exurban open"
"2024-06-24_NEON019_N19",2024-06-24,"NEON019_N19",29.5305555555556,23.5,31.2222222222222,91.61,30.2222222222222,23.7222222222222,31.7222222222222,92.7,26.7882716049383,21.4037037037037,27.8969135802469,63.8433333333333,24.2916666666667,19.3277777777778,24.5527777777778,46.28,"forest","exurban","2024-06-24",6,24,2024,0,0,1,1,154.09929169002,0.587467740188039,154.168804104853,0.739561641668103,154.064535482604,0.511420789448007,36,0,13,0,0,5,40,0,14,0,13,0,0,5,30,0,14,0,1,0,0,0,20,0,3,0,9,0,0,1,6,0,0,0,3,0,0,4,11,0,11,0,29,2,3,1,27,0,0,0,29,2,3,0,27,0,0,0,0,2,0,1,6,0,0,0,9,0,3,0,13,0,0,0,20,0,0,0,8,0,0,1.278357102418,"not extreme","extreme","not extreme","extreme","not extreme","extreme","exurban forest"
"2024-06-24_Open_SMO9",2024-06-24,"Open_SMO9",30.6472222222222,21,30.2527777777778,70.265,31.8888888888889,21.7777777777778,30.8888888888889,73.2,28.2512345679012,18.7993827160494,27.6641975308642,42.0555555555556,25.0555555555556,16.6111111111111,25.2777777777778,30.225,"open","urban","2024-06-24",6,24,2024,0,0,1,1,153.451922734508,-0.156766729968882,155.178066838814,-0.0311273326494664,152.588850682355,-0.219586428628589,36,1,11,2,0,0,74,0,5,1,1,2,0,0,25,0,4,0,1,2,0,0,38,0,5,0,0,0,0,0,7,0,0,1,1,0,0,0,8,0,0,4,38,9,6,16,65,1,3,4,14,9,2,4,49,0,3,0,15,8,4,2,26,0,3,3,2,1,0,0,18,0,0,1,2,0,0,3,6,0,0,2.23176067411165,"not extreme","extreme","not extreme","extreme high vpd","not extreme","extreme","urban open"
"2024-06-24_Open1_SLO1",2024-06-24,"Open1_SLO1",35.2277777777778,22.7222222222222,35.7722222222222,74.3,36.2777777777778,23.2777777777778,37.2777777777778,76,30.0423976608187,20.0750487329435,30.2383040935673,41.7649122807018,25.3333333333333,16.7583333333333,25.2194444444444,28.1,"open","urban","2024-06-24",6,24,2024,1,1,1,1,158.319637884266,0.135675654893076,159.772936484059,0.384103316897068,157.592988584369,0.0114618238910803,36,122,29,1,0,0,86,2,0,122,21,1,0,0,85,2,0,16,0,1,0,0,31,1,0,28,20,0,0,0,32,0,0,78,1,0,0,0,23,1,0,108,23,13,0,15,180,0,0,107,2,13,0,3,164,0,0,19,0,1,0,9,32,0,0,63,0,6,0,0,95,0,0,25,2,6,0,3,46,0,0,2.48762689790366,"extreme","extreme","extreme high vpd","extreme high vpd","extreme","extreme","urban open"
"2024-06-24_Overlook_SMO6",2024-06-24,"Overlook_SMO6",32.5305555555556,21.2527777777778,31.8388888888889,72.52,32.7777777777778,21.8888888888889,32.5,75.6,29.0135802469136,19.337037037037,28.708024691358,42.0244444444444,25.025,16.7222222222222,25.3777777777778,28.05,"open","urban","2024-06-24",6,24,2024,0,0,1,1,152.057378712499,-0.194956128959234,152.508227613787,-0.312264877695345,151.831954261855,-0.136301754591179,36,5,18,4,0,79,131,2,2,5,18,4,0,47,82,0,2,3,0,0,0,20,58,2,2,0,0,0,0,14,42,0,0,2,18,4,0,24,19,0,0,14,8,7,0,83,188,0,3,13,4,6,0,83,117,0,0,6,0,6,0,47,46,0,3,5,4,0,0,13,58,0,0,3,0,1,0,23,41,0,0,2.33394870038906,"not extreme","extreme","not extreme","extreme high vpd","not extreme","extreme","urban open"
"2024-06-24_Pool_SMP11",2024-06-24,"Pool_SMP11",28.8944444444444,21.5611111111111,28.1722222222222,79.01,29.2222222222222,22.1111111111111,28.6111111111111,80.3,26.8944444444444,19.116049382716,26.5901234567901,49.5755555555556,24.2777777777778,16.8888888888889,24.675,35.4,"forest","urban","2024-06-24",6,24,2024,0,0,1,1,156.09506102192,-0.146391661638662,156.295341188758,-0.069623978618044,155.9949209385,-0.184775503148971,36,0,15,0,13,15,123,0,2,0,14,0,13,15,94,0,0,0,0,0,7,0,78,0,2,0,0,0,6,10,19,0,0,0,14,0,0,5,23,0,0,0,31,4,1,25,323,0,0,0,17,4,1,5,280,0,0,0,10,0,0,23,142,0,0,0,3,4,1,0,92,0,0,0,14,0,0,2,86,0,0,1.79397466516048,"not extreme","extreme","not extreme","extreme high vpd","not extreme","extreme","urban forest"
"2024-06-24_SweetHope_SH4",2024-06-24,"SweetHope_SH4",29.2777777777778,20.1111111111111,28.5,65.1,29.8333333333333,20.7222222222222,29.2222222222222,68.5,27.3191358024691,18.2617283950617,26.5240740740741,42.96,24.8888888888889,16.7222222222222,25,30.7,"open","urban","2024-06-24",6,24,2024,0,0,1,1,151.787503714926,-0.0520189705408706,151.252718766598,-0.247848655340068,152.05489618909,0.0458958718587282,36,2,0,4,0,6,102,1,1,2,0,4,0,2,22,0,1,0,0,0,0,1,24,0,0,1,0,3,0,0,0,0,0,1,0,1,0,1,13,0,1,1,0,2,0,4,42,0,1,1,0,2,0,0,28,0,1,0,0,2,0,0,12,0,0,1,0,0,0,0,15,0,1,0,0,0,0,0,6,0,0,2.08055289455277,"not extreme","extreme","not extreme","extreme high vpd","not extreme","extreme","urban open"
"2024-06-25_Back_LGB1",2024-06-25,"Back_LGB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"open","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urban open"
"2024-06-25_Classroom_SMC7",2024-06-25,"Classroom_SMC7",30.2527777777778,19.95,29.7222222222222,62.955,30.5555555555556,20.2222222222222,30.1111111111111,67,27.0611111111111,18.0641975308642,26.4006172839506,42.8966666666667,19.1111111111111,15.075,18.3277777777778,32.135,"forest","urban","2024-06-25",6,25,2024,0,0,0,1,152.044850719448,-0.351317363188951,151.291680429768,-0.307817504506794,152.421435864288,-0.37306729253003,36,0,11,44,4,50,323,6,8,0,6,44,4,39,246,3,7,0,1,5,4,24,71,3,6,0,2,32,0,2,118,2,0,0,3,7,0,19,76,0,2,0,11,5,1,34,306,2,8,0,9,5,1,11,246,2,8,0,3,2,0,13,88,2,5,0,4,3,1,5,125,0,0,0,2,0,0,1,54,0,3,2.0515804305594,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
"2024-06-25_Forest2_SLF2",2024-06-25,"Forest2_SLF2",30.3638888888889,22.2527777777778,30.7222222222222,84.715,30.8888888888889,22.7222222222222,31.1111111111111,87.7,26.6179012345679,19.2283950617284,26.7561728395062,52.4722222222222,16.6555555555556,15.2361111111111,16.6861111111111,35.505,"forest","urban","2024-06-25",6,25,2024,0,0,0,1,155.598416774082,0.270356599954195,156.133134649044,0.246510429647582,155.331057836601,0.282279685107501,36,5,23,24,0,115,262,4,6,5,20,24,0,64,143,3,5,0,3,10,0,54,77,3,4,5,20,14,0,9,63,0,0,0,0,0,0,24,26,0,2,9,1,17,15,91,233,0,27,9,0,17,15,33,146,0,27,4,0,14,9,36,75,0,3,4,0,3,6,5,48,0,21,1,0,0,0,0,34,0,3,1.66362713744149,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
"2024-06-25_Forest3_SLR3",2024-06-25,"Forest3_SLR3",30.6416666666667,22.2222222222222,31.8388888888889,79,31.3333333333333,22.3888888888889,32.5,82.2,26.0759259259259,19.9141975308642,26.6703703703704,58.8133333333333,17.4944444444444,15.125,17.1861111111111,43.5,"forest","urban","2024-06-25",6,25,2024,0,0,0,1,159.0237892183,0.420856624975349,158.259924840849,0.455300083428489,159.405721407026,0.403634895748779,36,16,21,38,10,72,178,3,11,16,3,38,10,58,132,3,11,5,12,0,4,48,57,2,3,11,1,31,6,19,50,0,7,0,0,7,0,2,38,1,1,2,30,49,35,18,141,2,4,2,26,49,32,16,136,2,4,1,4,42,19,9,71,0,4,0,12,7,16,4,18,1,0,1,13,0,0,5,50,1,0,1.39628225806983,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
"2024-06-25_MuddyCreek_MC1",2024-06-25,"MuddyCreek_MC1",29.2277777777778,22.5,30.1111111111111,95.01,30.1111111111111,22.7222222222222,30.5,96.3,25.1672839506173,19.8777777777778,25.8277777777778,64.6966666666667,14.8333333333333,14.4388888888889,15.2472222222222,39.825,"forest","exurban","2024-06-25",6,25,2024,0,0,0,1,153.541129612533,0.385558764445556,152.939843823121,0.594277474905621,153.841772507239,0.281199409215523,36,0,0,0,1,12,68,0,1,0,0,0,1,12,57,0,1,0,0,0,0,10,26,0,1,0,0,0,0,0,31,0,0,0,0,0,1,2,6,0,0,1,1,0,10,9,35,0,0,1,1,0,10,9,33,0,0,0,0,0,10,0,2,0,0,0,1,0,0,5,16,0,0,1,0,0,0,4,15,0,0,1.13400515188439,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-06-25_NEON002_N2",2024-06-25,"NEON002_N2",29.3083333333333,22.2777777777778,29.8138888888889,93.755,29.7777777777778,22.5,30.6111111111111,94.7,24.8888888888889,19.6913580246914,25.5253086419753,65.1688888888889,15.1055555555556,14.4888888888889,15.4388888888889,39.09,"forest","exurban","2024-06-25",6,25,2024,0,0,0,1,153.405131679537,0.566466131244415,152.546724696482,0.675185407727732,153.834335171065,0.512106493002757,36,0,7,15,0,21,45,0,26,0,7,6,0,21,37,0,26,0,0,12,0,4,7,0,1,0,2,0,0,7,16,0,22,0,5,3,0,10,17,0,3,1,1,17,49,1,116,1,17,1,1,12,49,1,90,1,17,0,0,5,25,0,30,0,4,1,0,0,24,1,31,0,10,0,1,12,0,0,38,1,3,1.1004235870902,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-06-25_NEON007_N7",2024-06-25,"NEON007_N7",32.0861111111111,22,32.3388888888889,73.835,33.2777777777778,22.3888888888889,34.1111111111111,81.4,28.2296296296296,19.5574074074074,28.3222222222222,46.7444444444444,19.1583333333333,16.125,18.825,29.135,"open","exurban","2024-06-25",6,25,2024,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04858846152488,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-06-25_NEON008_N8",2024-06-25,"NEON008_N8",32.1416666666667,21.5,31.95,66.625,32.9444444444444,22,33.5,75.1,27.7283950617284,19.0858024691358,27.6246913580247,45.6633333333333,20.1972222222222,15.7777777777778,19.7777777777778,31.36,"open","exurban","2024-06-25",6,25,2024,0,0,0,1,152.444274918186,0.634973524649755,151.020300696185,0.666093074295054,153.156262029186,0.619413749827105,36,19,0,0,0,22,5,0,16,19,0,0,0,13,2,0,16,3,0,0,0,6,0,0,10,16,0,0,0,5,1,0,6,0,0,0,0,4,1,0,0,6,0,0,0,26,0,0,5,6,0,0,0,26,0,0,5,0,0,0,0,4,0,0,3,2,0,0,0,4,0,0,1,4,0,0,0,18,0,0,1,2.0299746226223,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-06-25_NEON009_N9",2024-06-25,"NEON009_N9",28.7777777777778,21.7222222222222,29.0611111111111,90.055,29.3333333333333,21.8888888888889,30,90.6,24.6635802469136,19.1728395061728,24.987037037037,62.4766666666667,15.4388888888889,14.2666666666667,15.55,42.09,"forest","exurban","2024-06-25",6,25,2024,0,0,0,1,152.537997436564,-0.462836571977013,152.701002858067,-0.0638761602685998,152.456494725812,-0.662316777831219,36,0,0,14,0,22,8,0,3,0,0,14,0,22,8,0,3,0,0,0,0,7,3,0,1,0,0,14,0,11,3,0,2,0,0,0,0,4,2,0,0,4,0,0,2,28,35,1,10,4,0,0,2,26,23,1,10,0,0,0,0,11,9,0,0,0,0,0,2,11,6,0,10,4,0,0,0,6,15,1,0,1.16963511417269,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-06-25_NEON017_N17",2024-06-25,"NEON017_N17",29.2222222222222,22.1111111111111,29.95,81.205,29.5,22.7222222222222,30.2777777777778,82.5,25.8024691358025,19.5635802469136,26.1660493827161,58.1155555555556,17.7472222222222,15.55,17.5,41.59,"forest","exurban","2024-06-25",6,25,2024,0,0,0,1,154.850805479079,0.776455022580414,153.975888013917,0.879347226131216,155.288264211661,0.725008920805014,36,1,0,8,7,8,67,3,26,1,0,6,7,8,48,3,26,0,0,7,0,2,39,2,10,1,0,0,7,6,21,0,13,0,0,0,0,0,2,1,3,0,2,5,6,23,48,0,8,0,2,5,6,23,46,0,7,0,0,0,0,0,14,0,2,0,0,0,6,19,14,0,6,0,2,5,0,4,20,0,0,1.39713593827478,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-06-25_NEON018_N18",2024-06-25,"NEON018_N18",31.7777777777778,21.95,31.6222222222222,82.095,32.5555555555556,22.3888888888889,32.7777777777778,85.1,27.7450617283951,19.2407407407407,27.7086419753086,47.5622222222222,16.8027777777778,14.9388888888889,16.7222222222222,28.98,"open","exurban","2024-06-25",6,25,2024,0,0,0,1,156.9253355067,0.446090354314061,154.096160985435,0.674790939552642,158.339922767333,0.33174006169477,36,2,2,19,1,117,20,0,2,1,0,19,1,99,17,0,1,1,2,1,1,49,11,0,2,0,0,0,0,52,8,0,0,0,0,18,0,7,1,0,0,2,4,4,2,87,55,5,18,2,4,4,2,71,46,5,14,1,0,0,2,47,15,4,15,1,0,4,0,31,12,0,2,0,4,0,0,2,19,1,1,1.96094172081119,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-06-25_NEON019_N19",2024-06-25,"NEON019_N19",28.1972222222222,22.6111111111111,29.5,88.255,28.6111111111111,22.7222222222222,30.2222222222222,88.9,24.6358024691358,20.4197530864198,25.6166666666667,70.1311111111111,16.5805555555556,15.1861111111111,16.6111111111111,50.635,"forest","exurban","2024-06-25",6,25,2024,0,0,0,1,154.152576680807,0.620560180506264,154.684294823413,0.751720189953622,153.886717609505,0.554980175782585,36,0,29,2,3,1,27,0,0,0,29,2,3,0,27,0,0,0,0,2,0,1,6,0,0,0,9,0,3,0,13,0,0,0,20,0,0,0,8,0,0,0,29,0,3,3,46,0,9,0,29,0,3,3,45,0,9,0,0,0,2,0,4,0,7,0,9,0,1,3,41,0,2,0,20,0,0,0,1,0,0,0.929494718978967,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-06-25_Open_SMO9",2024-06-25,"Open_SMO9",32.2527777777778,19.7777777777778,31.3388888888889,70,32.9444444444444,20,32.2777777777778,71.5,28.4345679012346,18.108024691358,27.5672839506173,38.5066666666667,18.4083333333333,14.9388888888889,17.6861111111111,26.545,"open","urban","2024-06-25",6,25,2024,0,0,0,1,154.457291883541,-0.215831944985999,156.280101966767,-0.100041433353013,153.545886841928,-0.273727200802492,36,4,38,9,6,16,65,1,3,4,14,9,2,4,49,0,3,0,15,8,4,2,26,0,3,3,2,1,0,0,18,0,0,1,2,0,0,3,6,0,0,6,28,16,0,11,68,0,19,6,19,15,0,8,27,0,17,1,2,1,0,9,37,0,19,3,14,10,0,0,7,0,0,2,3,4,0,1,7,0,0,2.3938319080286,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-06-25_Open1_SLO1",2024-06-25,"Open1_SLO1",34.3777777777778,22.4777777777778,33.8888888888889,93,35.4444444444444,22.7777777777778,34.7777777777778,95.3,28.8947606142728,19.8694670280036,29.1368563685637,47.0869918699187,15.6555555555556,15.1888888888889,16.0888888888889,24.71,"open","urban","2024-06-25",6,25,2024,0,1,0,1,159.057862180479,0.140492526119,158.715184751948,0.330095993720767,159.229200894744,0.0456907923181166,36,108,23,13,0,15,180,0,0,107,2,13,0,3,164,0,0,19,0,1,0,9,32,0,0,63,0,6,0,0,95,0,0,25,2,6,0,3,46,0,0,70,1,18,1,7,136,1,0,70,1,18,0,7,106,1,0,28,0,2,0,6,42,1,0,1,0,16,0,1,69,0,0,41,1,0,0,0,9,0,0,2.11554276468366,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-06-25_Overlook_SMO6",2024-06-25,"Overlook_SMO6",33.0055555555556,20,32.6027777777778,64.465,33.6111111111111,20.6111111111111,33.3888888888889,65.7,28.7981481481481,18.4222222222222,28.1240740740741,38.4122222222222,19.2111111111111,15.0638888888889,18.4888888888889,26.49,"open","urban","2024-06-25",6,25,2024,0,0,0,1,151.511356215044,-0.258539067692072,150.825118076339,-0.398764151845426,151.854475284397,-0.188426525615395,36,14,8,7,0,83,188,0,3,13,4,6,0,83,117,0,0,6,0,6,0,47,46,0,3,5,4,0,0,13,58,0,0,3,0,1,0,23,41,0,0,6,4,12,2,79,242,6,4,5,2,12,0,68,226,6,1,3,0,12,1,56,87,0,0,2,0,0,0,14,120,0,1,1,2,0,0,9,31,6,0,2.44863014180131,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-06-25_Pool_SMP11",2024-06-25,"Pool_SMP11",29.5861111111111,20.7527777777778,29.3388888888889,71.3,29.8888888888889,21.1111111111111,29.7777777777778,72.9,25.9314814814815,18.4956790123457,25.6438271604938,50.7855555555556,18.4138888888889,15.2361111111111,17.7472222222222,35.99,"forest","urban","2024-06-25",6,25,2024,0,0,0,1,155.88580678006,-0.180005315664201,156.223079814779,-0.0368388940664557,155.717170262701,-0.251588526463074,36,0,31,4,1,25,323,0,0,0,17,4,1,5,280,0,0,0,10,0,0,23,142,0,0,0,3,4,1,0,92,0,0,0,14,0,0,2,86,0,0,1,1,16,6,3,144,0,3,1,1,16,0,0,82,0,0,0,1,10,6,2,87,0,3,1,0,6,0,0,20,0,0,0,0,0,0,0,8,0,0,1.65423513011093,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
"2024-06-25_SweetHope_SH4",2024-06-25,"SweetHope_SH4",31.6666666666667,19.2777777777778,30.7222222222222,64.3,32.4444444444444,19.7777777777778,31.7222222222222,65.5,27.7271604938272,17.7283950617284,26.7962962962963,38.9411111111111,18.5,14.3888888888889,17.5,27.2,"open","urban","2024-06-25",6,25,2024,0,0,0,1,152.525551951237,-0.135384238697699,151.733677854004,-0.261513937874285,152.921488999853,-0.0723193891094059,36,1,0,2,0,4,42,0,1,1,0,2,0,0,28,0,1,0,0,2,0,0,12,0,0,1,0,0,0,0,15,0,1,0,0,0,0,0,6,0,0,0,0,6,0,0,42,0,0,0,0,6,0,0,15,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2.2809469940141,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
