"date_site","date","sites","temp_95","wb_temp_95","heat_index_95","rel_hum_95","temp_max","wb_temp_max","heat_index_max","rel_hum_max","temp_mn","wb_temp_mn","heat_index_mn","rel_hum_mn","temp_05","wb_temp_05","heat_index_05","rel_hum_05","habitat","location","date_orig","month","day","year","ext_95","ext_max","ext_95_day","ext_max_day","aci","ndsi","aci_nt","ndsi_nt","aci_day","ndsi_day","sc_count","amgo_n","amro_n","blja_n","cach_n","cawr_n","noca_n","rewo_n","tuti_n","amgo_asr","amro_asr","blja_asr","cach_asr","cawr_asr","noca_asr","rewo_asr","tuti_asr","amgo_morn","amro_morn","blja_morn","cach_morn","cawr_morn","noca_morn","rewo_morn","tuti_morn","amgo_mid","amro_mid","blja_mid","cach_mid","cawr_mid","noca_mid","rewo_mid","tuti_mid","amgo_eve","amro_eve","blja_eve","cach_eve","cawr_eve","noca_eve","rewo_eve","tuti_eve","amgo_n_1","amro_n_1","blja_n_1","cach_n_1","cawr_n_1","noca_n_1","rewo_n_1","tuti_n_1","amgo_asr_1","amro_asr_1","blja_asr_1","cach_asr_1","cawr_asr_1","noca_asr_1","rewo_asr_1","tuti_asr_1","amgo_morn_1","amro_morn_1","blja_morn_1","cach_morn_1","cawr_morn_1","noca_morn_1","rewo_morn_1","tuti_morn_1","amgo_mid_1","amro_mid_1","blja_mid_1","cach_mid_1","cawr_mid_1","noca_mid_1","rewo_mid_1","tuti_mid_1","amgo_eve_1","amro_eve_1","blja_eve_1","cach_eve_1","cawr_eve_1","noca_eve_1","rewo_eve_1","tuti_eve_1","vpd_kPa","ext_fact","ext_day_fact","ext_vpd","ext_day_vpd","ext_wbt","ext_day_wbt","loc_hab"
"2024-07-22_Pool_SMP11",2024-07-22,"Pool_SMP11",25.0861111111111,24.1222222222222,27.7222222222222,100,25.3333333333333,24.2777777777778,28.2777777777778,100,23.6135802469136,23.229012345679,25.6185185185185,96.9111111111111,22.525,22.2472222222222,24.05,88.64,"forest","urban","2024-07-22",7,22,2024,0,0,0,0,152.144236840498,0.40756183385044,151.822443435596,0.751749522127836,152.305133542949,0.235467989711743,36,0,0,0,0,13,29,0,0,0,0,0,0,11,18,0,0,0,0,0,0,7,10,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,5,4,27,86,0,4,0,0,5,4,27,85,0,4,0,0,0,0,2,14,0,1,0,0,0,4,14,55,0,0,0,0,5,0,11,17,0,3,0.0904039377050162,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
"2024-07-22_SweetHope_SH4",2024-07-22,"SweetHope_SH4",25.6972222222222,23.3888888888889,27.7777777777778,95.665,26,23.7222222222222,28.2777777777778,97,24.2339506172839,22.5407407407407,25.8592592592593,86.8666666666667,22.1361111111111,21.2472222222222,23.3888888888889,73.225,"open","urban","2024-07-22",7,22,2024,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398982289302604,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-07-23_Back_LGB1",2024-07-23,"Back_LGB1",30.35,23.3388888888889,33.6722222222222,92.02,31.0555555555556,24,34.8888888888889,93.3,27.1302469135802,22.1135802469136,28.9493827160494,66.3277777777778,21.6555555555556,20.6861111111111,22.6,52.015,"open","urban","2024-07-23",7,23,2024,0,0,0,0,169.873033821428,0.355302249872964,172.88944406168,0.563512934148625,168.364828701303,0.251196907735133,36,1,0,0,0,0,148,0,0,1,0,0,0,0,134,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,48,0,0,1,0,0,0,0,72,0,0,11,0,1,0,13,138,0,0,9,0,1,0,13,92,0,0,2,0,1,0,0,86,0,0,4,0,0,0,13,19,0,0,5,0,0,0,0,20,0,0,1.21467772616714,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-07-23_Classroom_SMC7",2024-07-23,"Classroom_SMC7",28.4194444444444,23.1111111111111,30.8388888888889,91.575,28.6111111111111,23.2777777777778,31.2222222222222,95.3,26.1722222222222,22.2907407407407,27.9802469135802,72.59,22.3777777777778,21.3277777777778,23.6611111111111,61.745,"forest","urban","2024-07-23",7,23,2024,0,0,0,0,154.672411475027,0.775053326045081,152.846439084742,0.991529873967193,155.585397670169,0.666815052084025,36,0,1,1,9,25,188,1,4,0,1,1,9,18,149,1,4,0,0,1,0,12,61,0,0,0,1,0,9,12,90,1,4,0,0,0,0,1,20,0,0,1,2,3,3,36,356,2,1,1,1,3,3,35,293,2,1,0,0,1,0,27,95,0,1,1,1,0,1,5,160,1,0,0,0,2,2,3,69,1,0,0.934540215999878,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
"2024-07-23_Forest2_SLF2",2024-07-23,"Forest2_SLF2",29.2222222222222,24.6111111111111,33.4611111111111,100,29.7777777777778,24.8888888888889,34.2222222222222,100,26.412962962963,23.5265432098765,29.2722222222222,79.8466666666667,22.1305555555556,22.1611111111111,23.5388888888889,65.785,"forest","urban","2024-07-23",7,23,2024,0,0,0,0,150.189150195212,0.536670899598514,150.239537292316,0.535832737452792,150.16395664666,0.537089980671375,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696961869201702,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
"2024-07-23_Forest3_SLR3",2024-07-23,"Forest3_SLR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forest","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urban forest"
"2024-07-23_MuddyCreek_MC1",2024-07-23,"MuddyCreek_MC1",28.45,25.1722222222222,32.5,100,28.9444444444444,25.6111111111111,32.8888888888889,100,25.5969135802469,23.8388888888889,28.5567901234568,87.0822222222222,21.5805555555556,21.6111111111111,22.7472222222222,73.35,"forest","exurban","2024-07-23",7,23,2024,0,0,0,0,152.068980057464,0.780897721789111,154.064759741365,0.906457711621193,151.071090215514,0.71811772687307,36,9,0,0,0,8,26,0,1,9,0,0,0,7,18,0,1,0,0,0,0,2,17,0,0,1,0,0,0,5,2,0,0,8,0,0,0,1,3,0,1,8,0,0,0,37,14,2,1,8,0,0,0,31,13,2,1,1,0,0,0,22,1,1,0,7,0,0,0,2,10,1,1,0,0,0,0,7,3,0,0,0.425676143800419,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-07-23_NEON002_N2",2024-07-23,"NEON002_N2",27.7527777777778,25.5,32.2777777777778,100,28.2777777777778,25.8888888888889,32.6111111111111,100,24.9901234567901,23.9722222222222,28.0018518518518,92.4633333333333,21.1916666666667,21.2222222222222,22.2472222222222,79.16,"forest","exurban","2024-07-23",7,23,2024,0,0,0,0,155.386372449777,0.942545035170281,158.28304506098,0.857998438003677,153.938036144175,0.984818333753583,36,0,0,3,1,12,16,2,1,0,0,3,1,11,15,2,1,0,0,3,0,12,1,1,0,0,0,0,1,0,14,1,0,0,0,0,0,0,0,0,1,0,0,4,0,7,10,4,1,0,0,4,0,3,10,4,1,0,0,0,0,4,7,3,0,0,0,4,0,2,3,1,1,0,0,0,0,1,0,0,0,0.239548939482085,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-07-23_NEON007_N7",2024-07-23,"NEON007_N7",31.2222222222222,24.3888888888889,34.7055555555556,100,32.2777777777778,25.3888888888889,37.7777777777778,100,27.5939153439153,23.5343915343915,30.6044973544974,72.9,22.3416666666667,22.3888888888889,23.9055555555556,53.135,"open","exurban","2024-07-23",7,23,2024,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00450839580886,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-07-23_NEON008_N8",2024-07-23,"NEON008_N8",30.4444444444444,24.5,34.1722222222222,96.31,30.8333333333333,24.7222222222222,35.2777777777778,96.6,27.3956790123457,23.3043209876543,30.1932098765432,71.9622222222222,22.6861111111111,21.9888888888889,24.2472222222222,58.67,"open","exurban","2024-07-23",7,23,2024,0,0,0,0,156.48480538504,0.623226228629494,163.778160469772,0.574184611884376,152.838127842674,0.647747037002053,36,0,0,6,0,31,11,0,6,0,0,6,0,24,11,0,6,0,0,3,0,12,1,0,4,0,0,3,0,19,0,0,0,0,0,0,0,0,10,0,2,6,0,21,0,41,47,0,5,6,0,21,0,36,47,0,5,4,0,1,0,11,27,0,1,1,0,19,0,13,20,0,3,1,0,1,0,17,0,0,1,1.02728285152695,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-07-23_NEON009_N9",2024-07-23,"NEON009_N9",27.3083333333333,24.7777777777778,30.8388888888889,100,27.6666666666667,25.2777777777778,31.8888888888889,100,24.8074074074074,23.437037037037,27.316049382716,89.7644444444445,21.7777777777778,21.7777777777778,23,77.005,"forest","exurban","2024-07-23",7,23,2024,0,0,0,0,153.162399696512,0.171406023946696,156.203249666806,0.420810730038472,151.641974711365,0.0467036709008076,36,7,1,2,0,8,5,0,1,2,1,2,0,5,4,0,1,4,1,2,0,3,0,0,0,0,0,0,0,4,4,0,1,2,0,0,0,1,0,0,0,13,0,0,0,3,26,0,3,10,0,0,0,1,24,0,3,5,0,0,0,3,22,0,0,6,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0,0.321804292283031,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-07-23_NEON017_N17",2024-07-23,"NEON017_N17",28.1666666666667,24.6111111111111,31.7222222222222,100,28.2777777777778,25,32.2222222222222,100,25.7024691358025,23.5956790123457,28.4388888888889,84.82,22.3027777777778,22.2777777777778,23.7972222222222,72.345,"forest","exurban","2024-07-23",7,23,2024,0,0,0,0,152.037698451551,0.945492301017707,152.920851331013,0.92153482662961,151.59612201182,0.957471038211755,36,0,0,1,0,0,40,5,5,0,0,1,0,0,37,5,4,0,0,0,0,0,3,0,1,0,0,1,0,0,23,5,4,0,0,0,0,0,14,0,0,0,0,0,0,3,6,1,5,0,0,0,0,2,6,0,5,0,0,0,0,2,6,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0.503365029878561,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-07-23_NEON018_N18",2024-07-23,"NEON018_N18",30.3194444444444,24.6111111111111,34.45,100,31.3333333333333,24.8888888888889,35.7222222222222,100,27.5185185185185,23.6296296296296,30.5925925925926,73.6444444444444,22.3777777777778,22.2472222222222,23.8472222222222,58.1,"open","exurban","2024-07-23",7,23,2024,0,0,0,0,160.23090497869,0.555263857046796,171.511958697909,0.522071317084393,154.59037811908,0.571860127027997,36,6,0,0,2,60,54,0,4,6,0,0,2,55,42,0,4,1,0,0,2,42,8,0,3,4,0,0,0,16,18,0,1,1,0,0,0,1,16,0,0,6,0,0,1,85,89,0,1,6,0,0,1,76,81,0,1,1,0,0,0,57,19,0,1,1,0,0,1,11,41,0,0,4,0,0,0,17,29,0,0,0.972615649383009,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-07-23_NEON019_N19",2024-07-23,"NEON019_N19",27.0555555555556,25.8888888888889,32.1722222222222,100,27.2222222222222,26.1111111111111,32.7222222222222,100,24.9160493827161,24.4395061728395,28.2271604938272,96.3911111111111,22.1305555555556,22.1611111111111,23.5388888888889,89,"forest","exurban","2024-07-23",7,23,2024,0,0,0,0,155.265501725606,0.930795275060308,160.238392524399,0.857226150951493,152.779056326209,0.967579837114716,36,2,0,0,0,22,7,0,2,2,0,0,0,20,7,0,2,2,0,0,0,1,3,0,0,0,0,0,0,19,4,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,1,2,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.114200981200746,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-07-23_Open_SMO9",2024-07-23,"Open_SMO9",30.3944444444444,23.2527777777778,33.3138888888889,93.85,31.1666666666667,23.8888888888889,34.5,98.4,27.4950617283951,22.4018518518519,29.5216049382716,66.2222222222222,21.9888888888889,21.2472222222222,23.125,52.37,"open","urban","2024-07-23",7,23,2024,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24481293333215,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-07-23_Open1_SLO1",2024-07-23,"Open1_SLO1",32.3611111111111,25.3333333333333,38.3055555555556,100,33.6111111111111,25.7777777777778,39.6111111111111,100,27.8638676844784,23.941475826972,31.4444444444444,74.3229007633588,21.4444444444444,21.5,22.5,53.55,"open","urban","2024-07-23",7,23,2024,0,0,0,0,160.22982600242,0.319678975765657,167.621298690298,0.644401543157709,156.534089658481,0.157317692069632,36,15,3,6,0,30,44,0,0,14,0,6,0,25,19,0,0,1,1,0,0,24,35,0,0,8,0,0,0,1,2,0,0,6,0,6,0,0,2,0,0,22,9,2,0,10,54,3,0,22,3,2,0,6,41,2,0,3,0,0,0,3,18,1,0,11,2,2,0,1,24,2,0,8,1,0,0,5,9,0,0,0.966893543663397,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-07-23_Overlook_SMO6",2024-07-23,"Overlook_SMO6",31.2388888888889,23.8388888888889,34.45,95.625,31.9444444444444,24.2222222222222,36.2777777777778,100,27.641975308642,22.6438271604938,29.8932098765432,67.06,22.0138888888889,21.5,23.175,52.215,"open","urban","2024-07-23",7,23,2024,0,0,0,0,152.826113627961,0.330933167253302,154.989557194661,0.898337725141384,151.744391844612,0.0472308883092609,36,6,1,18,1,77,142,2,4,6,1,16,0,70,85,1,0,1,1,0,1,15,79,0,4,2,0,1,0,19,18,1,0,3,0,15,0,42,23,0,0,0,0,29,0,58,81,0,9,0,0,29,0,46,53,0,1,0,0,10,0,28,46,0,9,0,0,12,0,27,8,0,0,0,0,7,0,3,21,0,0,1.22441351680826,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-07-23_Pool_SMP11",2024-07-23,"Pool_SMP11",27.9194444444444,23.7777777777778,30.9,100,28.1111111111111,24.2777777777778,31.6111111111111,100,25.2728395061728,22.7327160493827,27.341975308642,81.3611111111111,21.1055555555556,21.1611111111111,22.1611111111111,69.79,"forest","urban","2024-07-23",7,23,2024,0,0,0,0,152.237564751809,0.374164684111408,151.658751623794,0.661718694341267,152.526971315817,0.230387678996479,36,0,0,5,4,27,86,0,4,0,0,5,4,27,85,0,4,0,0,0,0,2,14,0,1,0,0,0,4,14,55,0,0,0,0,5,0,11,17,0,3,0,0,0,0,2,22,0,3,0,0,0,0,0,20,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,3,0,0,0,0,0,5,0,0,0.602487286183044,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
"2024-07-23_SweetHope_SH4",2024-07-23,"SweetHope_SH4",30.4555555555556,22.7222222222222,32.3888888888889,95.44,31.5555555555556,23,34.2222222222222,96.6,26.9148148148148,21.8123456790123,28.4425925925926,66.0877777777778,21.4027777777778,20.8277777777778,22.3972222222222,48.235,"open","urban","2024-07-23",7,23,2024,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20795677489619,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-07-24_Back_LGB1",2024-07-24,"Back_LGB1",30.85,25.2222222222222,35.7972222222222,93.575,32.0555555555556,25.7222222222222,38.3888888888889,94.9,27.2339506172839,23.9240740740741,30.5617283950617,77.1288888888889,23.3583333333333,22.5,25,58.72,"open","urban","2024-07-24",7,24,2024,0,0,0,0,153.737412974438,0.304329851881711,151.552679870533,0.565502303006148,154.829779526391,0.173743626319493,36,11,0,1,0,13,138,0,0,9,0,1,0,13,92,0,0,2,0,1,0,0,86,0,0,4,0,0,0,13,19,0,0,5,0,0,0,0,20,0,0,5,4,0,0,7,65,0,0,5,4,0,0,0,39,0,0,2,4,0,0,1,24,0,0,0,0,0,0,0,16,0,0,3,0,0,0,0,13,0,0,0.830076562179118,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban open"
"2024-07-24_Classroom_SMC7",2024-07-24,"Classroom_SMC7",29.0111111111111,25.3388888888889,33.4611111111111,99.7,29.8333333333333,25.5,35.3888888888889,99.9,26.2876543209877,24.0635802469136,29.4518518518519,84.0833333333333,23.2472222222222,23.1111111111111,25.2222222222222,68.485,"forest","urban","2024-07-24",7,24,2024,0,0,0,0,155.295546939491,0.798515972129283,153.201922387096,0.993266060486688,156.342359215689,0.70114092795058,36,1,2,3,3,36,356,2,1,1,1,3,3,35,293,2,1,0,0,1,0,27,95,0,1,1,1,0,1,5,160,1,0,0,0,2,2,3,69,1,0,0,0,9,2,50,351,2,0,0,0,7,2,42,291,2,0,0,0,3,0,10,130,2,0,0,0,3,0,28,144,0,0,0,0,3,2,6,56,0,0,0.546389600581939,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
"2024-07-24_Forest2_SLF2",2024-07-24,"Forest2_SLF2",29.2777777777778,26.0611111111111,35.2222222222222,100,29.5555555555556,26.7222222222222,36.7222222222222,100,26.4,24.9475308641975,30.5067901234568,89.4355555555556,23.4694444444444,23.3888888888889,25.6611111111111,76.48,"forest","urban","2024-07-24",7,24,2024,0,0,0,0,150.175600571759,0.537420098819764,150.178915878191,0.537449585022962,150.173942918543,0.537405355718165,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365070445379879,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","urban forest"
"2024-07-24_Forest3_SLR3",2024-07-24,"Forest3_SLR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"forest","urban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"urban forest"
"2024-07-24_MuddyCreek_MC1",2024-07-24,"MuddyCreek_MC1",28.0555555555556,26.2777777777778,33.7222222222222,100,28.2777777777778,26.7777777777778,34.8888888888889,100,25.6543209876543,24.8487654320988,29.5314814814815,93.9111111111111,22.7777777777778,22.7777777777778,24.5,85.7,"forest","exurban","2024-07-24",7,24,2024,0,0,0,0,152.738951720079,0.82963175398706,153.074927951248,0.96152313012865,152.570963604495,0.763686065916266,36,8,0,0,0,37,14,2,1,8,0,0,0,31,13,2,1,1,0,0,0,22,1,1,0,7,0,0,0,2,10,1,1,0,0,0,0,7,3,0,0,8,0,0,0,15,15,0,0,8,0,0,0,15,15,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,14,0,0,8,0,0,0,0,1,0,0,0.201330230131062,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-07-24_NEON002_N2",2024-07-24,"NEON002_N2",27.5611111111111,26.3888888888889,33.2027777777778,100,27.7777777777778,26.6111111111111,33.6111111111111,100,25.2388888888889,24.837037037037,29.0067901234568,96.9866666666667,22.6361111111111,22.6111111111111,24.2777777777778,89.01,"forest","exurban","2024-07-24",7,24,2024,0,0,0,0,156.481781252876,0.968435544292348,156.310160761566,0.965310121145231,156.567591498531,0.969998255865906,36,0,0,4,0,7,10,4,1,0,0,4,0,3,10,4,1,0,0,0,0,4,7,3,0,0,0,4,0,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,25,3,1,0,0,0,0,5,13,3,1,0,0,0,0,2,18,0,0,0,0,0,0,2,6,3,1,0,0,0,0,1,1,0,0,0.0972070300454648,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-07-24_NEON007_N7",2024-07-24,"NEON007_N7",30.0861111111111,26.1722222222222,36.4,99.4,30.6666666666667,26.5,37.2777777777778,99.5,27.0049382716049,24.8981481481481,31.3753086419753,85.1977777777778,23.05,22.8277777777778,24.8277777777778,69.68,"open","exurban","2024-07-24",7,24,2024,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.530055748840823,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-07-24_NEON008_N8",2024-07-24,"NEON008_N8",30.7583333333333,26.2222222222222,37.1722222222222,95.41,31.9444444444444,27.2777777777778,41,95.8,27.1808641975309,24.741975308642,31.4913580246914,82.8433333333333,23.2166666666667,22.5,24.8888888888889,67.56,"open","exurban","2024-07-24",7,24,2024,0,0,0,0,154.732350581538,0.80494844115264,153.55201042524,0.887068895016488,155.322520659686,0.763888214220716,36,6,0,21,0,41,47,0,5,6,0,21,0,36,47,0,5,4,0,1,0,11,27,0,1,1,0,19,0,13,20,0,3,1,0,1,0,17,0,0,1,2,0,9,0,10,26,1,3,2,0,9,0,9,25,1,3,1,0,8,0,7,24,0,2,1,0,0,0,1,1,0,1,0,0,1,0,2,0,1,0,0.620742969490156,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
"2024-07-24_NEON009_N9",2024-07-24,"NEON009_N9",27.1666666666667,26,32.5,100,27.4444444444444,26.3888888888889,33.2222222222222,100,25.0956790123457,24.537037037037,28.4993827160494,95.7222222222222,22.7222222222222,22.7222222222222,24.5,88.97,"forest","exurban","2024-07-24",7,24,2024,0,0,0,0,153.758583151925,0.291844119272449,153.217732266712,0.609581209150992,154.029008594531,0.132975574333177,36,13,0,0,0,3,26,0,3,10,0,0,0,1,24,0,3,5,0,0,0,3,22,0,0,6,0,0,0,0,4,0,3,2,0,0,0,0,0,0,0,23,0,0,0,12,15,0,4,23,0,0,0,12,15,0,4,0,0,0,0,0,11,0,4,3,0,0,0,12,1,0,0,20,0,0,0,0,3,0,0,0.136824967482366,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-07-24_NEON017_N17",2024-07-24,"NEON017_N17",28.1111111111111,25.8388888888889,33.2777777777778,100,28.3333333333333,26.1111111111111,33.8888888888889,100,25.4950617283951,24.7259259259259,29.0796296296296,94.2688888888889,23.025,22.8888888888889,24.8888888888889,83.29,"forest","exurban","2024-07-24",7,24,2024,0,0,0,0,153.150361088031,0.957840876679435,151.545666961937,0.989563738939625,153.952708151079,0.94197944554934,36,0,0,0,0,3,6,1,5,0,0,0,0,2,6,0,5,0,0,0,0,2,6,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,14,39,2,2,1,0,0,0,2,39,2,2,0,0,0,0,13,17,0,0,1,0,0,0,0,22,2,2,0,0,0,0,1,0,0,0,0.187717149995426,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban forest"
"2024-07-24_NEON018_N18",2024-07-24,"NEON018_N18",29.8388888888889,26,36.1111111111111,100,30.4444444444444,26.5,36.7222222222222,100,26.8641975308642,24.8746913580247,31.1469135802469,86.0022222222222,23.0555555555556,22.8888888888889,24.8888888888889,69.67,"open","exurban","2024-07-24",7,24,2024,0,0,0,0,153.528095083752,0.822488090874349,153.19591348442,0.909385737527806,153.694185883418,0.779039267547621,36,6,0,0,1,85,89,0,1,6,0,0,1,76,81,0,1,1,0,0,0,57,19,0,1,1,0,0,1,11,41,0,0,4,0,0,0,17,29,0,0,24,0,0,0,77,70,2,0,23,0,0,0,63,60,2,0,1,0,0,0,43,16,0,0,3,0,0,0,20,40,1,0,20,0,0,0,14,6,1,0,0.49712095356857,"not extreme","not extreme","not extreme","not extreme","not extreme","not extreme","exurban open"
