"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-02-24","1.2"," 1704"," 0744","0.0","0.0","0.0","2.2","11.1","-6.7",,"  110","  150","4.0","6.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-02-25","2.1"," 1105"," 1321","0.0","0.0","0.0","5.6","14.4","-3.9",,"  200","  170","6.7","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-02-26","3.4"," 1933"," 1932","3.0","0.0","0.0","10.0","20.0","-0.6",,"  310","  310","13.0","16.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-02-27","7.4"," 1558"," 1557","0.0","0.0","0.0","1.7","6.7","-3.3",,"  280","  280","12.5","16.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-02-28","4.4"," 0937"," 0936","0.0","0.0","0.0","0.6","5.0","-3.9","    0","  290","  280","8.9","11.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-01","2.1"," 1448"," 1447","0.0","0.0","0.0","2.2","10.6","-6.7",,"  260","  250","8.9","11.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-02","3.0"," 2308"," 2307","23.4","0.0","0.0","3.9","10.6","-3.3",,"   90","   90","7.6","9.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-03","5.4"," 1704"," 1823","2.0","0.0","0.0","7.8","14.4","1.1",,"  300","  310","12.5","15.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-04","6.4"," 1412"," 1452","0.0","0.0","0.0","-2.8","1.1","-6.7",,"  270","  290","12.5","14.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-05","2.7"," 1336"," 1512","0.0","0.0","0.0","-1.1","6.1","-8.9",,"  260","  260","8.9","13.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-06","3.9"," 1649"," 1444","0.0","0.0","0.0","7.2","17.2","-3.3",,"  220","  220","8.9","11.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-07","2.5"," 1601"," 1601","0.0","0.0","0.0","11.1","20.0","1.7",,"  150","  150","6.3","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-08","2.7"," 1533"," 1533","0.0","0.0","0.0","10.6","21.1","-0.6",,"  140","  140","8.9","10.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-09","3.4"," 2355"," 2354","1.0","0.0","0.0","15.0","20.6","9.4",,"  200","  180","9.4","13.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-10","8.3"," 1142"," 0823","1.8","0.0","0.0","9.4","18.9","-0.6",,"  270","  280","17.0","21.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-11","2.4"," 1150"," 1103","0.0","0.0","0.0","1.7","7.2","-3.9",,"  260","  310","6.3","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-12","1.1"," 2250"," 1308","3.8","0.0","0.0","4.4","9.4","-0.6",,"   90","  360","3.6","5.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-13","3.7"," 1050"," 1420","7.6","0.0","0.0","7.8","9.4","6.1",,"   60","   10","6.3","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-14","2.0"," 1456"," 1455","0.0","0.0","0.0","12.8","19.4","5.6",,"  100","   80","6.7","8.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-15","2.6"," 1528"," 1527","0.0","0.0","0.0","16.1","25.6","6.7",,"  220","  220","7.2","8.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-16","4.1"," 1437"," 2054","0.0","0.0","0.0","13.9","22.2","5.6",,"  340","   10","8.0","11.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-17","5.7"," 0903"," 1937","5.1","0.0","0.0","4.4","5.6","2.8",,"   90","   70","9.4","10.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-18","3.5"," 0002"," 1153","6.9","0.0","0.0","5.6","7.8","3.3",,"  100","   30","7.2","8.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-19","2.7"," 0904"," 0919","1.8","0.0","0.0","7.2","11.1","2.8",,"   60","   50","7.2","8.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-20","3.8"," 2232"," 2327","20.8","0.0","0.0","7.2","9.4","4.4",,"  310","  310","6.3","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-21","3.6"," 2339"," 2046","0.0","0.0","0.0","7.8","15.6","0.0",,"  310","  320","13.4","18.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-22","6.5"," 0056"," 0020","0.0","0.0","0.0","-1.1","2.2","-5.0",,"  310","  310","13.0","17.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-23","4.3"," 1223"," 1222","0.0","0.0","0.0","3.3","10.6","-4.4",,"  230","  230","10.3","14.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-24","2.3"," 1450"," 1209","0.0","0.0","0.0","6.7","15.0","-1.7",,"  110","  220","6.3","8.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-25","5.5"," 1639"," 1807","0.0","0.0","0.0","8.9","12.8","4.4",,"  100","  110","9.8","11.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-26","4.4"," 1932"," 1932","12.2","0.0","0.0","6.7","8.9","4.4",,"  290","  300","11.6","14.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-27","5.5"," 1342"," 1024","0.0","0.0","0.0","6.7","9.4","3.9",,"  300","  320","8.9","10.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-28","2.3"," 0819"," 0721","0.0","0.0","0.0","5.6","12.2","-1.1",,"  340","  350","5.8","9.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-29","3.5"," 1524"," 2015","0.0","0.0","0.0","11.1","17.8","4.4",,"  130","  130","8.0","10.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-30","3.2"," 1206"," 1205","0.0","0.0","0.0","16.1","20.6","11.7",,"  300","  300","6.7","10.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-03-31","1.6"," 2151"," 2212","8.9","0.0","0.0","12.2","16.1","8.3",,"   10","  360","4.5","8.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-01","4.7"," 1255"," 1250","0.0","0.0","0.0","8.3","14.4","2.2",,"  280","  320","13.0","16.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-02","3.4"," 1251"," 1606","0.0","0.0","0.0","10.0","18.9","1.1",,"  120","  140","8.0","10.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-03","5.4"," 1730"," 1755","0.0","0.0","0.0","14.4","23.9","4.4",,"  320","  310","13.0","16.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-04","4.2"," 1305"," 0923","0.0","0.0","0.0","6.1","11.1","1.1",,"  280","   10","8.0","10.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-05","4.6"," 1156"," 1303","0.0","0.0","0.0","5.6","9.4","1.7",,"  320","  300","10.3","13.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-06","4.4"," 1602"," 1602","0.0","0.0","0.0","3.9","8.3","-0.6",,"  290","  290","8.0","10.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-07","2.5"," 1506"," 1518","0.0","0.0","0.0","3.3","10.0","-3.3",,"  140","  120","7.2","8.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-08","3.0"," 1749"," 1732","0.0","0.0","0.0","12.2","20.6","3.3",,"  150","  180","7.6","10.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-09","5.3"," 0942"," 0933","11.7","0.0","0.0","20.0","24.4","15.0",,"  220","  240","12.5","17.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-10","3.1"," 0359"," 1007","0.0","0.0","0.0","13.3","19.4","7.2",,"  330","  360","7.6","9.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-11","3.8"," 1351"," 1429","0.0","0.0","0.0","11.1","18.3","3.3",,"   80","  100","10.3","11.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-12","2.8"," 0105"," 0105","0.0","0.0","0.0","11.7","15.0","8.3",,"   80","   90","7.2","8.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-13","2.7"," 1141"," 1148","0.0","0.0","0.0","18.3","23.3","12.8",,"  220","  240","7.6","9.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-14","2.7"," 1700"," 1930","0.0","0.0","0.0","20.0","25.6","13.9",,"  140","  140","7.2","9.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-15","3.5"," 1641"," 1109","1.3","0.0","0.0","22.2","28.3","15.6",,"  280","  270","7.2","9.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-16","1.7"," 1520"," 1446","1.0","0.0","0.0","24.4","32.2","16.7",,"  250","  290","6.3","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-17","1.6"," 1358"," 1236","0.0","0.0","0.0","25.0","33.9","15.6",,"  300","  280","6.7","8.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-18","3.6"," 1700"," 1501","31.2","0.0","0.0","24.4","31.7","17.2",,"  190","  150","7.2","23.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-19","2.1"," 1442"," 1441","0.5","0.0","0.0","22.2","30.0","13.9",,"  230","  230","14.3","17.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-20","4.1"," 1547"," 1941","0.0","0.0","0.0","21.1","26.7","15.6",,"  270","  340","7.6","9.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-21","3.9"," 1618"," 1611","4.8","0.0","0.0","11.7","15.6","7.2",,"   60","   50","7.2","9.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-22","4.8"," 1644"," 1606","9.1","0.0","0.0","13.3","19.4","6.7",,"  310","  300","13.0","17.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-23","4.6"," 1156"," 1506","0.0","0.0","0.0","8.9","13.9","3.3",,"  290","  270","9.4","11.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-24","2.5"," 1648"," 1334","0.0","0.0","0.0","10.0","16.7","3.3",,"  120","  150","5.8","8.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-25","3.8"," 1453"," 1453","4.3","0.0","0.0","10.6","16.7","4.4",,"  300","  310","11.6","14.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-26","3.1"," 1413"," 1413","0.0","0.0","0.0","10.0","17.8","2.2",,"  270","  270","9.4","11.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-27","3.7"," 0821"," 0836","3.3","0.0","0.0","10.0","16.7","2.8",,"   70","   70","8.0","9.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-28","3.8"," 1830"," 1826","36.3","0.0","0.0","16.7","22.8","10.6",,"  190","  200","13.0","20.1"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-29","7.0"," 1150"," 1146","0.0","0.0","0.0","12.8","16.7","8.3",,"  310","  280","13.4","16.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-04-30","4.1"," 1739"," 1716","0.0","0.0","0.0","13.3","20.6","5.6",,"  280","  280","9.4","12.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-01","2.4"," 1610"," 1609","0.0","0.0","0.0","16.7","21.7","11.1",,"  140","  130","6.3","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-02","4.9"," 0633"," 0633","26.7","0.0","0.0","21.1","27.8","13.9",,"  320","  320","13.9","18.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-03","6.4"," 0359"," 0358","0.0","0.0","0.0","12.2","19.4","5.0",,"  310","  320","13.0","17.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-04","2.1"," 1736"," 1736","3.0","0.0","0.0","10.0","16.7","2.8",,"  210","  210","8.0","9.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-05","1.4"," 1632"," 1454","0.0","0.0","0.0","13.9","21.7","6.1",,"  260","  280","5.4","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-06","2.6"," 1333"," 1613","0.0","0.0","0.0","15.0","22.2","7.8",,"  160","  150","6.7","8.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-07","2.4"," 1344"," 1342","0.0","0.0","0.0","19.4","25.0","13.9",,"  280","  270","6.7","9.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-08","3.9"," 2217"," 2216","0.0","0.0","0.0","19.4","23.9","14.4",,"  120","  120","7.2","9.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-09","2.7"," 1552"," 0009","0.8","0.0","0.0","16.1","18.3","13.9",,"  130","  100","5.8","7.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-10","4.4"," 1243"," 0918","0.0","0.0","0.0","18.3","24.4","12.2",,"  260","  300","10.7","13.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-11","2.5"," 0906"," 0836","0.0","0.0","0.0","14.4","21.1","7.2",,"   60","   30","6.3","8.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-12","3.0"," 1622"," 1622","7.1","0.0","0.0","22.2","28.9","15.0",,"  260","  260","13.0","19.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-13","5.5"," 2020"," 2100","1.3","0.0","0.0","21.1","28.3","13.9",,"  270","  310","17.0","22.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-14","7.4"," 1218"," 1208","0.3","0.0","0.0","12.8","17.2","7.8","    0","  270","  270","13.4","17.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-15","4.6"," 1353"," 1522","0.0","0.0","0.0","14.4","21.7","7.2",,"  280","  260","10.3","13.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-16","3.4"," 1543"," 1217","0.0","0.0","0.0","16.7","27.8","5.6",,"  240","  250","8.0","11.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-17","4.5"," 2044"," 2043","11.9","0.0","0.0","22.2","27.2","16.7",,"  280","  280","9.8","11.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-18","4.6"," 1312"," 1312","18.5","0.0","0.0","12.8","16.7","8.3",,"  320","  320","9.4","12.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-19","3.0"," 1546"," 1307","0.0","0.0","0.0","10.0","15.6","4.4",,"  280","   10","6.7","9.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-20","2.8"," 1120"," 1217","0.0","0.0","0.0","10.0","16.1","3.9",,"  290","  290","6.7","9.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-21","2.8"," 1529"," 1509","0.0","0.0","0.0","8.3","15.0","1.1",,"  280","  300","7.6","9.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-22","2.3"," 0917"," 0828","0.0","0.0","0.0","10.6","19.4","1.7",,"   10","   20","5.8","8.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-23","2.3"," 1639"," 1639","0.0","0.0","0.0","13.9","23.3","4.4",,"  140","  140","5.8","6.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-24","3.6"," 1345"," 1344","1.0","0.0","0.0","18.3","28.3","7.8",,"  250","  250","9.4","12.5"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-25","3.2"," 0643"," 0637","0.0","0.0","0.0","18.3","23.9","16.1",,"   30","   30","6.7","9.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-26","2.1"," 2209"," 2209","0.0","0.0","0.0","20.0","25.0","15.0",,"  270","  260","6.3","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-27","2.2"," 2000"," 2000","4.6","0.0","0.0","22.2","26.7","17.2",,"  250","  260","7.2","8.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-28","1.7"," 1753"," 1753","0.0","0.0","0.0","22.8","27.8","17.2",,"  170","  180","5.8","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-29","2.5"," 1505"," 1511","0.0","0.0","0.0","22.8","27.8","17.2","    0","  140","  160","5.4","8.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-30","1.5"," 1220"," 1219","0.0","0.0","0.0","21.7","28.9","14.4",,"   70","   70","5.4","6.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-05-31","3.6"," 1645"," 1644","0.8","0.0","0.0","25.0","32.2","17.8",,"  250","  260","9.4","11.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-01","3.1"," 1615"," 1614","0.0","0.0","0.0","25.6","31.7","18.9",,"  260","  250","8.9","10.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-02","4.7"," 1335"," 1328","0.0","0.0","0.0","23.9","30.6","16.7",,"  300","  310","10.7","14.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-03","2.4"," 2141"," 1410","0.0","0.0","0.0","19.4","26.1","12.8",,"   70","  290","5.4","6.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-04","3.8"," 1713"," 1713","0.0","0.0","0.0","23.3","27.8","18.9",,"  140","  140","7.6","9.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-05","2.4"," 1904"," 1904","9.7","0.0","0.0","27.8","33.9","21.1",,"  220","  230","6.7","13.4"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-06","2.6"," 1447"," 1446","30.2","0.0","0.0","24.4","31.1","17.2",,"  100","  100","13.4","14.8"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-07","4.5"," 1306"," 0923","0.0","0.0","0.0","17.8","21.7","13.9",,"   50","   50","9.4","11.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-08","1.5"," 1216"," 1258","0.0","0.0","0.0","17.8","23.3","12.2",,"   80","  130","5.4","7.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-09","2.0"," 1822"," 1812","0.0","0.0","0.0","21.1","28.9","12.8",,"  160","  140","5.4","6.3"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-10","2.7"," 1857"," 0812","0.0","0.0","0.0","24.4","30.6","18.3",,"  110","   10","5.8","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-11","2.4"," 1648"," 1421","0.0","0.0","0.0","26.1","33.3","18.9",,"  150","  240","5.4","7.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-12","3.6"," 1626"," 1308","0.0","0.0","0.0","27.2","32.8","21.1",,"  290","  240","10.3","13.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-13","3.8"," 0931"," 1427","12.4","0.0","0.0","21.1","24.4","17.2","    0","   80","   80","7.2","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-14","3.8"," 0513"," 0513","4.6","0.0","0.0","17.8","19.4","16.1",,"   80","   70","6.7","8.0"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-15","3.3"," 1534"," 1645","1.8","0.0","0.0","20.6","25.6","15.6",,"  280","  250","10.7","13.9"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-16","3.1"," 1619"," 1335","0.0","0.0","0.0","20.6","26.7","14.4",,"  260","  230","8.0","11.2"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-17","2.1"," 1439"," 1458","0.0","0.0","0.0","20.0","27.2","12.2",,"  250","  240","6.3","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-18","1.6"," 1726"," 1725","0.0","0.0","0.0","21.1","27.8","13.9",,"   10","   10","6.3","7.6"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-19","2.4"," 2222"," 0854","0.0","0.0","0.0","21.7","27.8","15.0",,"  100","   50","5.4","6.7"
"USW00093721","BALTIMORE WASHINGTON INTERNATIONAL AIRPORT, MD US","39.17329","-76.68408","42.0","2002-06-20","2.1"," 1238"," 1500","0.0","0.0","0.0","22.8","28.3","16.7",,"  100","  100","5.4","6.7"
