"date_site","date","sites","temp_95","wb_temp_95","heat_index_95","rel_hum_95","temp_max","wb_temp_max","heat_index_max","rel_hum_max","temp_mn","wb_temp_mn","heat_index_mn","rel_hum_mn","temp_05","wb_temp_05","heat_index_05","rel_hum_05","habitat","location","date_orig","month","day","year","ext_95"
"2024-05-14_NEON007_N7",2024-05-14,"NEON007_N7",20.0361111111111,18.2777777777778,20.3388888888889,98.855,20.3333333333333,18.5,20.7777777777778,99.3,18.4135802469136,17.3882716049383,18.8030864197531,90.7611111111111,15.5888888888889,15.175,16.0027777777778,80.845,"open","exurban","2024-05-14",5,14,2024,0
"2024-05-14_NEON019_N19",2024-05-14,"NEON019_N19",18.5305555555556,18.2527777777778,19.2527777777778,100,18.7777777777778,18.5,19.3888888888889,100,17.1753086419753,17.0814814814815,17.8796296296296,99.1733333333333,14.6305555555556,14.575,15.2972222222222,96.945,"forest","exurban","2024-05-14",5,14,2024,0
"2024-05-14_Open_SMO9",2024-05-14,"Open_SMO9",19.7777777777778,17.8388888888889,19.8888888888889,100,20.2222222222222,18.2222222222222,20.3888888888889,100,17.6148148148148,16.7006172839506,18.0172839506173,91.85,13.3527777777778,13.3277777777778,13.9388888888889,77,"open","urban","2024-05-14",5,14,2024,0
"2024-05-14_Open1_SLO1",2024-05-14,"Open1_SLO1",20.4305555555556,18.2527777777778,20.7138888888889,100,20.8333333333333,18.5,21.2777777777778,100,18.5771604938272,17.4987654320988,18.966049382716,90.46,16.9694444444444,15.7166666666667,17.1611111111111,79.97,"open","urban","2024-05-14",5,14,2024,0
"2024-05-14_SweetHope_SH4",2024-05-14,"SweetHope_SH4",19.1111111111111,17.2777777777778,19.0611111111111,100,19.3888888888889,17.3888888888889,19.2777777777778,100,17.3376543209877,16.2358024691358,17.6117283950617,89.9811111111111,14.3888888888889,13.5,14.6611111111111,77.17,"open","urban","2024-05-14",5,14,2024,0
"2024-05-15_Classroom_SMC7",2024-05-15,"Classroom_SMC7",17.3638888888889,16.8888888888889,17.8888888888889,100,17.6111111111111,17.2222222222222,18.1111111111111,100,16.2703703703704,16.0969135802469,16.8777777777778,98.3088888888889,15.0555555555556,15.05,15.7222222222222,94.2,"forest","urban","2024-05-15",5,15,2024,0
"2024-05-15_Forest3_SLR3",2024-05-15,"Forest3_SLR3",18.1972222222222,17,18.2777777777778,100,18.3333333333333,17.2777777777778,18.7222222222222,100,16.7277777777778,16.2308641975309,17.1956790123457,95.3911111111111,15.1666666666667,15.1111111111111,15.7777777777778,87.145,"forest","urban","2024-05-15",5,15,2024,0
"2024-05-15_NEON007_N7",2024-05-15,"NEON007_N7",18.5,17,18.6722222222222,100,18.8888888888889,17.3888888888889,18.8888888888889,100,16.9975308641975,16.2722222222222,17.3679012345679,93.4522222222222,15.2777777777778,15.2777777777778,15.8888888888889,85.09,"open","exurban","2024-05-15",5,15,2024,0
"2024-05-15_NEON019_N19",2024-05-15,"NEON019_N19",17.0861111111111,17.1111111111111,17.7777777777778,100,17.3333333333333,17.2777777777778,18.1111111111111,100,16.2111111111111,16.2043209876543,16.9160493827161,100,15.1666666666667,15.1666666666667,15.7777777777778,100,"forest","exurban","2024-05-15",5,15,2024,0
"2024-05-15_Open_SMO9",2024-05-15,"Open_SMO9",19.0611111111111,18.1722222222222,19.4611111111111,100,19.6111111111111,18.5,20,100,16.8901234567901,16.4925925925926,17.4246913580247,96.3577777777778,15,15,15.7222222222222,88.99,"open","urban","2024-05-15",5,15,2024,0
"2024-05-15_Open1_SLO1",2024-05-15,"Open1_SLO1",19.1666666666667,17.7527777777778,19.2777777777778,100,19.9444444444444,18.1111111111111,20.2777777777778,100,17.2993827160494,16.5845679012346,17.7154320987654,93.4944444444444,15.1666666666667,15.1666666666667,15.7777777777778,83.58,"open","urban","2024-05-15",5,15,2024,0
"2024-05-15_SweetHope_SH4",2024-05-15,"SweetHope_SH4",19.1111111111111,17.3388888888889,19.2527777777778,100,20.4444444444444,18.7777777777778,20.8888888888889,100,16.8104938271605,16.087037037037,17.1882716049383,93.4077777777778,14.8027777777778,14.7777777777778,15.4388888888889,83.715,"open","urban","2024-05-15",5,15,2024,0
"2024-05-16_Classroom_SMC7",2024-05-16,"Classroom_SMC7",23.1972222222222,17.7777777777778,23,99.675,23.6111111111111,18.1111111111111,23.3888888888889,100,20.7432098765432,16.8172839506173,20.7882716049383,69.4677777777778,14.4277777777778,14.3166666666667,14.9777777777778,57.5,"forest","urban","2024-05-16",5,16,2024,0
"2024-05-16_Forest3_SLR3",2024-05-16,"Forest3_SLR3",23.95,18.2222222222222,23.45,99.11,24.7222222222222,18.2777777777778,24.1111111111111,100,20.9858024691358,17.2296296296296,21.0746913580247,70.8933333333333,14.9138888888889,14.8277777777778,15.4388888888889,53.68,"forest","urban","2024-05-16",5,16,2024,0
"2024-05-16_NEON007_N7",2024-05-16,"NEON007_N7",25.1527777777778,18.3388888888889,24.325,100,25.5555555555556,18.7222222222222,25,100,21.6759259259259,17.2746913580247,21.633950617284,66.9844444444444,14.0388888888889,14.0138888888889,14.625,48.19,"open","exurban","2024-05-16",5,16,2024,0
"2024-05-16_NEON019_N19",2024-05-16,"NEON019_N19",22.9861111111111,20,23.5111111111111,100,23.6111111111111,20.1111111111111,24,100,19.3061728395062,18.2802469135802,20,91.5766666666667,13.7166666666667,13.7166666666667,14.2972222222222,74.225,"forest","exurban","2024-05-16",5,16,2024,0
"2024-05-16_Open_SMO9",2024-05-16,"Open_SMO9",25.1722222222222,18.7222222222222,24.7222222222222,100,25.8888888888889,19.7222222222222,25.8888888888889,100,21.7938271604938,17.1197530864198,21.6691358024691,65.5066666666667,13.3472222222222,13.3166666666667,13.9277777777778,50.135,"open","urban","2024-05-16",5,16,2024,0
"2024-05-16_Open1_SLO1",2024-05-16,"Open1_SLO1",27.0416666666667,19.45,26.8388888888889,100,27.3888888888889,20.1111111111111,27.3888888888889,100,22.7586419753086,17.9611111111111,22.7907407407407,65.0711111111111,13.9583333333333,13.9277777777778,14.5388888888889,47.59,"open","urban","2024-05-16",5,16,2024,0
"2024-05-16_SweetHope_SH4",2024-05-16,"SweetHope_SH4",25.5305555555556,18.7777777777778,25.2777777777778,95.695,26.5,19.3888888888889,26.3888888888889,98.7,21.2530864197531,16.9043209876543,21.1506172839506,67.0733333333333,14.6805555555556,14.2666666666667,15.1,52.19,"open","urban","2024-05-16",5,16,2024,0
"2024-05-17_Classroom_SMC7",2024-05-17,"Classroom_SMC7",18.7777777777778,16.0611111111111,18.3888888888889,89.555,18.8888888888889,16.3888888888889,18.6111111111111,90,17.8401234567901,15.7827160493827,17.6617283950617,81.5533333333333,16.7472222222222,15.55,16.8888888888889,75.1,"forest","urban","2024-05-17",5,17,2024,0
"2024-05-17_Forest3_SLR3",2024-05-17,"Forest3_SLR3",18.9194444444444,16.7777777777778,18.7777777777778,92.875,19.1666666666667,16.8888888888889,18.8888888888889,94.5,18.0185185185185,16.433950617284,18.0567901234568,85.5544444444444,17.025,16,17.3277777777778,78.29,"forest","urban","2024-05-17",5,17,2024,0
"2024-05-17_NEON007_N7",2024-05-17,"NEON007_N7",20.6472222222222,16.8888888888889,20.5111111111111,94.555,21,17.1111111111111,21.1111111111111,95.3,18.6703703703704,16.3950617283951,18.6123456790123,80.1911111111111,17.025,16,17.3888888888889,66.87,"open","exurban","2024-05-17",5,17,2024,0
"2024-05-17_NEON019_N19",2024-05-17,"NEON019_N19",18.9444444444444,17.6111111111111,19.0611111111111,100,19.1666666666667,17.6111111111111,19.2777777777778,100,17.5351851851852,17.0148148148148,18.0481481481481,95.2455555555556,16.4694444444444,16.5,17.2222222222222,85.9,"forest","exurban","2024-05-17",5,17,2024,0
"2024-05-17_Open_SMO9",2024-05-17,"Open_SMO9",19.9194444444444,16.7777777777778,19.7527777777778,90.1,20.2222222222222,17,20.1111111111111,92,18.5734567901235,16.1938271604938,18.4265432098765,79.0633333333333,16.7111111111111,15.6111111111111,17.05,70.745,"open","urban","2024-05-17",5,17,2024,0
"2024-05-17_Open1_SLO1",2024-05-17,"Open1_SLO1",20.8333333333333,17.2777777777778,20.7777777777778,93.275,21.1666666666667,17.8888888888889,21.3888888888889,96.2,18.9104938271605,16.6820987654321,18.9265432098765,80.61,17.025,16.2222222222222,17.3888888888889,70.39,"open","urban","2024-05-17",5,17,2024,0
"2024-05-17_SweetHope_SH4",2024-05-17,"SweetHope_SH4",19.5555555555556,16.45,19.2777777777778,91.65,20.1111111111111,16.8888888888889,20.1111111111111,93.8,18.129012345679,15.7240740740741,17.8962962962963,78.8555555555556,15.9638888888889,15.05,16.2472222222222,71.845,"open","urban","2024-05-17",5,17,2024,0
"2024-05-18_Classroom_SMC7",2024-05-18,"Classroom_SMC7",17.2222222222222,16.7777777777778,17.7222222222222,100,17.3333333333333,17,17.8888888888889,100,16.3487654320988,16.2222222222222,17.0006172839506,98.7777777777778,15.3888888888889,15.3888888888889,16,94.045,"forest","urban","2024-05-18",5,18,2024,0
"2024-05-18_Forest3_SLR3",2024-05-18,"Forest3_SLR3",17.7777777777778,17.0611111111111,18,100,18.3888888888889,17.7222222222222,18.7777777777778,100,16.7469135802469,16.5271604938272,17.358024691358,97.9033333333333,15.6361111111111,15.6361111111111,16.2777777777778,88.77,"forest","urban","2024-05-18",5,18,2024,0
"2024-05-18_NEON007_N7",2024-05-18,"NEON007_N7",19.0666666666667,17.1111111111111,19.0611111111111,100,19.5555555555556,17.6111111111111,19.7222222222222,100,17.1611111111111,16.420987654321,17.5691358024691,93.3144444444444,15.3027777777778,15.2777777777778,15.9388888888889,79.29,"open","exurban","2024-05-18",5,18,2024,0
"2024-05-18_NEON019_N19",2024-05-18,"NEON019_N19",17.1666666666667,17.2222222222222,17.8888888888889,100,17.3333333333333,17.2777777777778,18.1111111111111,100,16.3253086419753,16.3240740740741,17.0320987654321,99.9433333333333,15.0805555555556,15.1111111111111,15.7472222222222,99.8,"forest","exurban","2024-05-18",5,18,2024,0
"2024-05-18_Open_SMO9",2024-05-18,"Open_SMO9",18.5555555555556,17.5611111111111,18.8888888888889,100,18.8333333333333,17.7777777777778,19.2222222222222,100,17.0530864197531,16.5314814814815,17.5308641975309,95.2466666666667,15.3583333333333,15.3277777777778,16,86.635,"open","urban","2024-05-18",5,18,2024,0
"2024-05-18_Open1_SLO1",2024-05-18,"Open1_SLO1",20.0861111111111,17.7777777777778,20.3138888888889,100,21.5555555555556,18.8888888888889,22,100,17.6703703703704,16.8907407407407,18.1456790123457,93.1288888888889,15.2722222222222,15.2166666666667,15.9388888888889,77.645,"open","urban","2024-05-18",5,18,2024,0
"2024-05-18_SweetHope_SH4",2024-05-18,"SweetHope_SH4",17.3638888888889,16.2777777777778,17.5611111111111,98.8,17.5,16.5,17.7222222222222,99.1,16.4617283950617,15.808024691358,16.8277777777778,93.7988888888889,15.3027777777778,15,15.7777777777778,89.1,"open","urban","2024-05-18",5,18,2024,0
"2024-05-19_Classroom_SMC7",2024-05-19,"Classroom_SMC7",21.3083333333333,19,21.8388888888889,100,21.5555555555556,19.2222222222222,22.2222222222222,100,19.012962962963,17.8641975308642,19.5432098765432,90.0711111111111,16.1666666666667,16.1111111111111,16.7777777777778,79.735,"forest","urban","2024-05-19",5,19,2024,0
"2024-05-19_Forest3_SLR3",2024-05-19,"Forest3_SLR3",21.5305555555556,19.2222222222222,22.2222222222222,100,21.9444444444444,20,22.5,100,19.0901234567901,17.9993827160494,19.6932098765432,90.6333333333333,15.5805555555556,15.55,16.2472222222222,78.925,"forest","urban","2024-05-19",5,19,2024,0
"2024-05-19_NEON007_N7",2024-05-19,"NEON007_N7",23.7222222222222,19.7777777777778,24,100,24.7222222222222,20.2777777777778,24.6111111111111,100,20.012962962963,18.1858024691358,20.5432098765432,85.2355555555555,15.5805555555556,15.55,16.2472222222222,66.605,"open","exurban","2024-05-19",5,19,2024,0
"2024-05-19_NEON019_N19",2024-05-19,"NEON019_N19",20.2222222222222,20.2222222222222,21.2222222222222,100,20.2777777777778,20.2777777777778,21.2222222222222,100,18.2388888888889,18.2395061728395,19.066049382716,99.9811111111111,15.4444444444444,15.3888888888889,16.1111111111111,100,"forest","exurban","2024-05-19",5,19,2024,0
"2024-05-19_Open_SMO9",2024-05-19,"Open_SMO9",23.1666666666667,19.5611111111111,23.6111111111111,100,23.5,20,23.8888888888889,100,20.3246913580247,18.2783950617284,20.816049382716,83.2444444444444,16.1916666666667,16.1861111111111,16.8277777777778,69.4,"open","urban","2024-05-19",5,19,2024,0
"2024-05-19_Open1_SLO1",2024-05-19,"Open1_SLO1",23.8333333333333,20.2527777777778,24.3888888888889,100,24.3888888888889,20.8888888888889,24.8888888888889,100,20.5851851851852,18.4364197530864,21.1358024691358,82.9244444444444,15.5805555555556,15.6111111111111,16.2472222222222,67.945,"open","urban","2024-05-19",5,19,2024,0
"2024-05-19_SweetHope_SH4",2024-05-19,"SweetHope_SH4",21.975,18.5611111111111,22.3388888888889,100,22.5,18.7222222222222,22.7777777777778,100,19.7839506172839,17.5641975308642,20.1586419753086,81.6977777777778,16,16,16.7222222222222,69.58,"open","urban","2024-05-19",5,19,2024,0
"2024-05-20_Classroom_SMC7",2024-05-20,"Classroom_SMC7",23.0555555555556,19.8888888888889,23.7222222222222,97.055,23.4444444444444,20.2222222222222,24.1111111111111,97.4,19.4246913580247,17.7407407407407,19.8716049382716,85.83,15.5,15.2166666666667,16,73.815,"forest","urban","2024-05-20",5,20,2024,0
"2024-05-20_Forest3_SLR3",2024-05-20,"Forest3_SLR3",21.3333333333333,18.8888888888889,21.8388888888889,100,22.2777777777778,19,22.7222222222222,100,18.8407407407407,17.1253086419753,19.1543209876543,85.16,15.025,15,15.6611111111111,72.845,"forest","urban","2024-05-20",5,20,2024,0
"2024-05-20_NEON007_N7",2024-05-20,"NEON007_N7",22.7277777777778,18.6111111111111,22.95,97.765,23.1666666666667,18.8888888888889,23.5,100,19.791975308642,17.1333333333333,20.0018518518518,77.9933333333333,15.4694444444444,15.1111111111111,15.8888888888889,66.6,"open","exurban","2024-05-20",5,20,2024,0
"2024-05-20_NEON019_N19",2024-05-20,"NEON019_N19",20.8333333333333,19.2222222222222,21.3888888888889,100,21.2777777777778,19.2777777777778,21.7777777777778,100,18.4012345679012,17.5697530864198,18.9450617283951,92.6766666666667,14.9638888888889,14.9888888888889,15.6,82.29,"forest","exurban","2024-05-20",5,20,2024,0
"2024-05-20_Open_SMO9",2024-05-20,"Open_SMO9",26.5361111111111,20.7527777777778,27.1027777777778,96.285,27.1111111111111,21.3888888888889,28.2222222222222,97.5,20.5864197530864,17.9814814814815,20.9604938271605,79.4066666666667,15.6361111111111,15.2777777777778,16.1111111111111,59.5,"open","urban","2024-05-20",5,20,2024,0
"2024-05-20_Open1_SLO1",2024-05-20,"Open1_SLO1",23.4194444444444,19.1222222222222,23.7027777777778,99.46,24.3333333333333,20,24.6111111111111,100,19.9925925925926,17.5839506172839,20.3117283950617,80.0922222222222,15.1805555555556,15.1361111111111,15.7972222222222,66.615,"open","urban","2024-05-20",5,20,2024,0
"2024-05-20_SweetHope_SH4",2024-05-20,"SweetHope_SH4",24.6777777777778,19.3888888888889,24.5,95.81,26.3333333333333,21,26.8888888888889,96.2,19.9975308641975,17.2438271604938,20.1888888888889,77.94,14.9444444444444,14.55,15.2777777777778,59.545,"open","urban","2024-05-20",5,20,2024,0
"2024-05-21_Classroom_SMC7",2024-05-21,"Classroom_SMC7",26.7277777777778,21.2222222222222,27.3888888888889,100,27.1111111111111,22,27.8888888888889,100,23.3395061728395,19.4197530864198,23.8981481481481,71.7888888888889,15.2916666666667,15.3166666666667,15.9277777777778,53.815,"forest","urban","2024-05-21",5,21,2024,0
"2024-05-21_Forest3_SLR3",2024-05-21,"Forest3_SLR3",26.8888888888889,22.1222222222222,28.2027777777778,100,27.8888888888889,23.1111111111111,30.2777777777778,100,22.0246913580247,19.0969135802469,22.6518518518519,78.1588888888889,15.6305555555556,15.575,16.2972222222222,58.735,"forest","urban","2024-05-21",5,21,2024,0
"2024-05-21_NEON007_N7",2024-05-21,"NEON007_N7",26.3333333333333,20.95,26.6722222222222,100,26.6666666666667,21.6111111111111,27.2777777777778,100,22.579012345679,18.7475308641975,22.9561728395062,71.8522222222222,15.4388888888889,15.4388888888889,16.1111111111111,50.98,"open","exurban","2024-05-21",5,21,2024,0
"2024-05-21_NEON019_N19",2024-05-21,"NEON019_N19",24.3638888888889,21.5111111111111,25.2777777777778,100,24.7222222222222,22.1111111111111,26,100,20.9111111111111,19.2413580246914,21.6913580246914,86.64,14.8583333333333,14.8277777777778,15.5,73.38,"forest","exurban","2024-05-21",5,21,2024,0
"2024-05-21_Open_SMO9",2024-05-21,"Open_SMO9",28.8333333333333,21.8138888888889,29.8138888888889,100,29.3888888888889,22.2777777777778,30.7222222222222,100,24.4876543209877,19.4672839506173,25.0358024691358,65.7122222222222,14.9333333333333,14.9277777777778,15.6,45.49,"open","urban","2024-05-21",5,21,2024,0
"2024-05-21_Open1_SLO1",2024-05-21,"Open1_SLO1",27.475,22.275,28.8388888888889,100,28.0555555555556,23.2777777777778,30.2222222222222,100,22.7444444444444,19.1925925925926,23.3364197530864,73.58,15.3666666666667,15.3666666666667,16.0027777777778,57.625,"open","urban","2024-05-21",5,21,2024,0
"2024-05-21_SweetHope_SH4",2024-05-21,"SweetHope_SH4",27.6666666666667,20.6722222222222,27.8388888888889,99.765,28,21.1111111111111,28.3888888888889,100,23.7827160493827,18.9314814814815,24.0117283950617,65.9544444444444,15.6138888888889,15.6138888888889,16.2861111111111,48.49,"open","urban","2024-05-21",5,21,2024,0
"2024-05-22_Classroom_SMC7",2024-05-22,"Classroom_SMC7",28.8944444444444,23.2777777777778,31.7527777777778,98.865,29.6111111111111,23.7222222222222,32.6111111111111,99.4,24.4271604938272,20.8950617283951,25.908024691358,74.85,15.9333333333333,15.8166666666667,16.55,62.12,"forest","urban","2024-05-22",5,22,2024,0
"2024-05-22_Forest3_SLR3",2024-05-22,"Forest3_SLR3",27.3083333333333,22.3388888888889,29.1111111111111,100,27.7777777777778,22.6111111111111,29.7777777777778,100,23.3635802469136,20.6611111111111,24.4216049382716,79.7444444444444,17.1,17.125,17.8777777777778,64.09,"forest","urban","2024-05-22",5,22,2024,0
"2024-05-22_NEON007_N7",2024-05-22,"NEON007_N7",27.7277777777778,22.3138888888889,29.45,96.43,28.2777777777778,22.7222222222222,30.3888888888889,100,24.6382716049383,20.7030864197531,25.6086419753086,71.4133333333333,18.6222222222222,18.125,19.2638888888889,61.535,"open","exurban","2024-05-22",5,22,2024,0
"2024-05-22_NEON019_N19",2024-05-22,"NEON019_N19",26.0861111111111,23.2527777777778,28.5,100,26.1666666666667,23.5,28.7777777777778,100,22.3462962962963,20.866049382716,23.7067901234568,88.5333333333333,15.4638888888889,15.4888888888889,16.1611111111111,76.845,"forest","exurban","2024-05-22",5,22,2024,0
"2024-05-22_Open_SMO9",2024-05-22,"Open_SMO9",31.7083333333333,23.8388888888889,35.375,100,32.6111111111111,24.2222222222222,36.7777777777778,100,25.7740740740741,21.0814814814815,27.4944444444444,68.6155555555556,15.7166666666667,15.6861111111111,16.3777777777778,51.19,"open","urban","2024-05-22",5,22,2024,0
"2024-05-22_Open1_SLO1",2024-05-22,"Open1_SLO1",28.1972222222222,22.7222222222222,30.1722222222222,100,28.6111111111111,22.8888888888889,31.1111111111111,100,24.4814814814815,20.9506172839506,25.6308641975309,74.3255555555556,17.2194444444444,17.225,17.9722222222222,61.08,"open","urban","2024-05-22",5,22,2024,0
"2024-05-22_SweetHope_SH4",2024-05-22,"SweetHope_SH4",29.6416666666667,22.7527777777778,32.0111111111111,91.865,30.3888888888889,23.7222222222222,33.7222222222222,92.6,24.937037037037,20.3981481481481,26.0197530864198,68.3422222222222,17.0444444444444,16.1861111111111,17.3277777777778,53.9,"open","urban","2024-05-22",5,22,2024,0
"2024-05-23_Classroom_SMC7",2024-05-23,"Classroom_SMC7",26.5861111111111,22.0611111111111,28.2222222222222,97.02,26.7777777777778,22.3888888888889,28.6111111111111,97.8,23.85,21.2351851851852,24.9697530864198,80.2955555555556,20.8861111111111,20.3972222222222,21.825,67.34,"forest","urban","2024-05-23",5,23,2024,0
"2024-05-23_Forest3_SLR3",2024-05-23,"Forest3_SLR3",25.2777777777778,22.6111111111111,26.6222222222222,100,25.8333333333333,23.5,27.6111111111111,100,22.8876543209877,21.3172839506173,24.029012345679,87.8266666666667,19.9333333333333,19.9888888888889,20.8777777777778,70.36,"forest","urban","2024-05-23",5,23,2024,0
"2024-05-23_NEON007_N7",2024-05-23,"NEON007_N7",26.95,22.6722222222222,28.3888888888889,99.22,27.3333333333333,23.3888888888889,29,100,23.4401234567901,21.3277777777778,24.5938271604938,84.3011111111111,20.2361111111111,20,21.2361111111111,59.38,"open","exurban","2024-05-23",5,23,2024,0
"2024-05-23_NEON019_N19",2024-05-23,"NEON019_N19",23.5305555555556,23.2777777777778,25.5611111111111,100,23.8333333333333,23.3888888888889,25.8888888888889,100,21.6654320987654,21.5956790123457,22.9648148148148,99.4433333333333,19.8027777777778,19.7777777777778,20.7472222222222,96.49,"forest","exurban","2024-05-23",5,23,2024,0
"2024-05-23_Open_SMO9",2024-05-23,"Open_SMO9",28.8638888888889,22.5,30.7222222222222,94.62,29.5555555555556,23.5,32,99.7,24.9833333333333,21.4160493827161,26.2074074074074,74.69,21.3583333333333,20.55,22.2777777777778,55.07,"open","urban","2024-05-23",5,23,2024,0
"2024-05-23_Open1_SLO1",2024-05-23,"Open1_SLO1",27.3083333333333,23.6027777777778,29.5222222222222,100,28.6111111111111,24.2222222222222,32.5,100,23.8765432098765,21.6191358024691,25.208024691358,82.9788888888889,19.9833333333333,19.9777777777778,20.9277777777778,65.505,"open","urban","2024-05-23",5,23,2024,0
"2024-05-23_SweetHope_SH4",2024-05-23,"SweetHope_SH4",27.7777777777778,22.0611111111111,29.0722222222222,90.165,29.6666666666667,22.7222222222222,31.7222222222222,91.1,24.529012345679,20.8493827160494,25.4518518518518,73.26,21.2777777777778,20.05,22.05,55.945,"open","urban","2024-05-23",5,23,2024,0
"2024-05-24_Classroom_SMC7",2024-05-24,"Classroom_SMC7",27.6416666666667,19.5,27.4,91.855,28.2777777777778,19.8888888888889,28.1111111111111,94,24.8864197530864,18.787037037037,24.7432098765432,58.1433333333333,20.0805555555556,18.1111111111111,20.7472222222222,42.115,"forest","urban","2024-05-24",5,24,2024,0
"2024-05-24_Forest3_SLR3",2024-05-24,"Forest3_SLR3",27.95,21.7222222222222,28.95,100,29.3333333333333,21.7777777777778,30.7777777777778,100,24.616049382716,20.4932098765432,25.3376543209877,70.9677777777778,19.4944444444444,19.2777777777778,20.4388888888889,51.89,"forest","urban","2024-05-24",5,24,2024,0
"2024-05-24_NEON007_N7",2024-05-24,"NEON007_N7",29.4194444444444,22.2527777777778,30.1111111111111,100,29.7777777777778,23.7222222222222,31.2777777777778,100,25.7969135802469,20.5302469135802,26.5185185185185,65.19,19.1611111111111,19.1111111111111,20.05,43.15,"open","exurban","2024-05-24",5,24,2024,0
"2024-05-24_NEON019_N19",2024-05-24,"NEON019_N19",25.7777777777778,23.1111111111111,27.7527777777778,100,26.5,23.2777777777778,29,100,22.970987654321,21.6283950617284,24.3888888888889,89.6533333333333,18.3277777777778,18.3277777777778,19.2222222222222,76.135,"forest","exurban","2024-05-24",5,24,2024,0
"2024-05-24_Open_SMO9",2024-05-24,"Open_SMO9",30.5916666666667,20.8388888888889,31.1027777777778,93.4,31.1111111111111,21.5,32,95.9,26.6543209876543,19.2833333333333,26.6111111111111,53.1844444444444,19.9333333333333,18.1111111111111,20.6,36.08,"open","urban","2024-05-24",5,24,2024,0
"2024-05-24_Open1_SLO1",2024-05-24,"Open1_SLO1",30.3083333333333,23.0722222222222,32.1222222222222,100,31.7777777777778,24,35.1111111111111,100,25.9358024691358,20.8117283950617,26.9061728395062,65.4611111111111,19.6055555555556,18.9888888888889,20.55,48.1,"open","urban","2024-05-24",5,24,2024,0
"2024-05-24_SweetHope_SH4",2024-05-24,"SweetHope_SH4",29.3638888888889,19.2777777777778,29.0611111111111,88.675,30.0555555555556,20,29.8888888888889,91.2,25.7314814814815,18.429012345679,25.3302469135802,52.0711111111111,19.9833333333333,17.6611111111111,20.4277777777778,37.645,"open","urban","2024-05-24",5,24,2024,0
"2024-05-25_Classroom_SMC7",2024-05-25,"Classroom_SMC7",28.8333333333333,21.8388888888889,29.6222222222222,95.31,29.0555555555556,22.1111111111111,30.1111111111111,95.9,25.7111111111111,20.0438271604938,26.1864197530864,62.1066666666667,18.7361111111111,18.2472222222222,19.3777777777778,42.735,"forest","urban","2024-05-25",5,25,2024,0
"2024-05-25_Forest3_SLR3",2024-05-25,"Forest3_SLR3",29.9861111111111,22.8388888888889,30.8138888888889,100,30.5,24.2222222222222,31.2777777777778,100,25.3259259259259,20.5666666666667,26.0981481481481,68.3833333333333,18.3583333333333,18.3277777777778,19.2472222222222,40.915,"forest","urban","2024-05-25",5,25,2024,0
"2024-05-25_NEON007_N7",2024-05-25,"NEON007_N7",30.5861111111111,23.5,32.0611111111111,100,31.0555555555556,24.2777777777778,33.2222222222222,100,26.7962962962963,20.6932098765432,27.6456790123457,61.2211111111111,18.6555555555556,18.6111111111111,19.4888888888889,36.745,"open","exurban","2024-05-25",5,25,2024,0
"2024-05-25_NEON019_N19",2024-05-25,"NEON019_N19",27.4194444444444,24.2527777777778,30.375,100,28.0555555555556,25.2222222222222,31.6111111111111,100,23.6432098765432,21.4746913580247,25.1932098765432,84,17.8583333333333,17.8277777777778,18.6111111111111,66.37,"forest","exurban","2024-05-25",5,25,2024,0
"2024-05-25_Open_SMO9",2024-05-25,"Open_SMO9",31.0055555555556,22.5611111111111,32.0611111111111,98.62,31.6666666666667,23.2777777777778,33.3888888888889,99.2,27.0969135802469,20.1956790123457,27.6592592592593,56.4144444444444,18.3972222222222,18.1861111111111,19.1138888888889,39.09,"open","urban","2024-05-25",5,25,2024,0
"2024-05-25_Open1_SLO1",2024-05-25,"Open1_SLO1",32.1666666666667,24.4,36.8861111111111,100,33.5,25.6111111111111,39.2222222222222,100,26.8993827160494,21.0117283950617,28.1691358024691,62.3855555555556,18.1555555555556,18.125,18.8777777777778,39.145,"open","urban","2024-05-25",5,25,2024,1
"2024-05-25_SweetHope_SH4",2024-05-25,"SweetHope_SH4",29.425,21.1111111111111,29.9361111111111,88.455,29.7777777777778,22.3888888888889,30.3888888888889,90.1,26.1938271604938,19.4450617283951,26.2975308641975,55.8622222222222,19.3027777777778,18,19.6611111111111,40.5,"open","urban","2024-05-25",5,25,2024,0
"2024-05-26_Classroom_SMC7",2024-05-26,"Classroom_SMC7",28.5555555555556,22.1111111111111,30.2222222222222,97.63,29,22.7222222222222,31.5,99.3,25.2932098765432,20.7907407407407,26.2413580246914,68.75,18.9944444444444,18.7222222222222,19.7222222222222,49.31,"forest","urban","2024-05-26",5,26,2024,0
"2024-05-26_Forest3_SLR3",2024-05-26,"Forest3_SLR3",29.1722222222222,23.9472222222222,32.8972222222222,100,30.1111111111111,24.5,34.2777777777778,100,25.441975308642,22.3351851851852,27.3765432098765,77.9955555555556,20.0555555555556,20.1111111111111,21,61.535,"forest","urban","2024-05-26",5,26,2024,0
"2024-05-26_NEON007_N7",2024-05-26,"NEON007_N7",29.9194444444444,23.2222222222222,32.7777777777778,100,30.1111111111111,23.7222222222222,33.3888888888889,100,26.5481481481481,22.3049382716049,28.4882716049383,71.0077777777778,19.6666666666667,19.6611111111111,20.6111111111111,55.435,"open","exurban","2024-05-26",5,26,2024,0
