"sites","date","temp_95","wb_temp_95","heat_index_95","rel_hum_95","temp_max","wb_temp_max","heat_index_max","rel_hum_max","temp_mn","wb_temp_mn","heat_index_mn","rel_hum_mn","temp_05","wb_temp_05","heat_index_05","rel_hum_05","habitat","location"
"Classroom_SMC7",2024-06-26,33.5555555555556,23.8888888888889,37.3388888888889,75.3,33.7777777777778,24.1111111111111,37.7222222222222,75.7,29.7783950617284,22.6666666666667,32.270987654321,56.0688888888889,23.5805555555556,20.3277777777778,24.3277777777778,44.39,"forest","urban"
"Open_SMO9",2024-06-26,35.3694444444444,23.7777777777778,39.1111111111111,71,36.1111111111111,24.2222222222222,40.2777777777778,71.4,31.3882716049383,22.5777777777778,33.7308641975309,48.8044444444444,24.1361111111111,20.3277777777778,24.7222222222222,36.945,"open","urban"
"Overlook_SMO6",2024-06-26,36.1222222222222,24.5,40.6527777777778,72.865,37.1111111111111,25,42.2777777777778,73.2,31.4549382716049,22.808024691358,34.1086419753086,49.7533333333333,23.9694444444444,20.3777777777778,24.6,37.115,"open","urban"
"Pool_SMP11",2024-06-26,32.475,24.2222222222222,36.5611111111111,83.9,32.8333333333333,24.3888888888889,37,84.7,28.433950617284,23.0166666666667,31.2574074074074,64.7177777777778,22.4083333333333,20.4277777777778,23.3777777777778,49.235,"forest","urban"
"Classroom_SMC7",2024-06-27,28.9444444444444,21.2777777777778,29.3444444444444,100,29.1111111111111,21.7777777777778,30,100,25.4631710362047,20.5343320848939,26.101747815231,67.2741573033708,20.5444444444444,19.7444444444444,21.6111111111111,45.62,"forest","urban"
"Open_SMO9",2024-06-27,31.7638888888889,21.6722222222222,32.2027777777778,100,33.3333333333333,22.2777777777778,35,100,27.1512345679012,20.5833333333333,27.8049382716049,59.0777777777778,20.4388888888889,19.5,21.4888888888889,37.09,"open","urban"
"Overlook_SMO6",2024-06-27,32.6777777777778,22.5,34.5111111111111,100,33.1666666666667,23.1111111111111,35.3888888888889,100,27.3765432098765,21.1037037037037,28.4271604938272,60.8255555555556,20.4083333333333,19.3472222222222,21.3277777777778,38.69,"open","urban"
"Pool_SMP11",2024-06-27,28.5111111111111,21.8444444444444,29.6111111111111,100,28.8333333333333,22.2222222222222,29.8888888888889,100,24.7902621722846,21.0099875156055,25.7559300873908,73.938202247191,20.3888888888889,20.0444444444444,21.2777777777778,52.6,"forest","urban"
"Classroom_SMC7",2024-06-28,26.1472222222222,19.1111111111111,25.6722222222222,59.66,26.4444444444444,19.7777777777778,26,63.8,23.7425925925926,16.8117283950617,23.0814814814815,50.1722222222222,19.6361111111111,14.1666666666667,18.6111111111111,43.89,"forest","urban"
"Open_SMO9",2024-06-28,28.5861111111111,19.2222222222222,27.7777777777778,59.675,29,19.5,28.7222222222222,64.2,24.9901234567901,17.1574074074074,24.2197530864198,46.6077777777778,19.1055555555556,14.2166666666667,18.05,37.49,"open","urban"
"Overlook_SMO6",2024-06-28,28.2222222222222,19.1111111111111,27.5,57.425,28.8333333333333,19.5,28.6111111111111,62.2,25.0858024691358,17.1024691358025,24.2901234567901,45.7666666666667,19.4138888888889,14.1666666666667,18.5,36.935,"open","urban"
"Pool_SMP11",2024-06-28,26.3944444444444,19.6111111111111,26.2527777777778,68.255,26.7222222222222,19.7222222222222,26.6111111111111,71.3,23.2092592592593,17.4641975308642,22.8351851851852,57.6011111111111,18.5,14.575,17.55,48.07,"forest","urban"
"Classroom_SMC7",2024-06-29,31.8388888888889,25.1722222222222,36.5111111111111,91.155,32.0555555555556,25.3888888888889,37,91.9,28.0203703703704,23.6308641975309,31.4604938271605,71.1277777777778,21.7416666666667,20.4888888888889,22.625,54.325,"forest","urban"
"Open_SMO9",2024-06-29,33.3194444444444,25.1111111111111,38.1527777777778,88.955,34.2777777777778,26,39.7777777777778,89.6,28.8666666666667,23.5598765432099,32.291975308642,66.3055555555556,22.0444444444444,20.6861111111111,22.9888888888889,47.69,"open","urban"
"Overlook_SMO6",2024-06-29,33.2527777777778,24.95,37.45,88.5,33.9444444444444,25.6111111111111,39.7222222222222,89.1,28.8333333333333,23.5086419753086,32.1858024691358,66.1677777777778,22.1055555555556,20.6,23.05,47.5,"open","urban"
"Pool_SMP11",2024-06-29,30.7277777777778,25.3888888888889,35.825,93.41,31.1111111111111,25.7777777777778,36.2777777777778,94.3,27.0364197530864,23.8296296296296,30.5604938271605,77.9577777777778,21.3277777777778,20.3777777777778,22.1611111111111,61.845,"forest","urban"
"Classroom_SMC7",2024-06-30,31.1166666666667,27.0611111111111,39,100,31.5,27.3888888888889,39.8888888888889,100,27.7117283950617,25.7154320987654,33.0216049382716,86.5366666666667,24.3027777777778,24.2777777777778,26.8277777777778,70.17,"forest","urban"
"Open_SMO9",2024-06-30,34.5555555555556,26.6111111111111,41.6111111111111,100,34.8333333333333,27.6111111111111,44.5,100,29.7265432098765,25.5327160493827,35.2148148148148,74.0611111111111,24.3027777777778,24.2777777777778,26.8277777777778,52.275,"open","urban"
"Overlook_SMO6",2024-06-30,34.2222222222222,27.4,43.5277777777778,100,34.8888888888889,27.7222222222222,44.8888888888889,100,29.2277777777778,25.7598765432099,35.008024691358,78.0533333333333,24.3333333333333,24.3888888888889,26.8888888888889,55.945,"open","urban"
